"Name","School","Rating"
"Lexie Foutch","Tulsa Golden Hurricane",54.9
"Shailyn Pinkney","Seton Hall Pirates",54.9
"Lexie Green","Southern Indiana Screaming Eagles",54.9
"Henna Sandvik","Indiana Hoosiers",54.9
"Alexa Mikeska","William & Mary Tribe",54.9
"Kaylee Krysztof","Binghamton Bearcats",54.9
"Tiziana Huici","Queens University Royals",54.9
"Raiane Dias Dos Santos","Florida State Seminoles",54.9
"Allison Cannon","NJIT Highlanders",54.9
"Jaycie Christopher","Maine Black Bears",54.8
"Tilda Sjokvist","Missouri Tigers",54.8
"Kaziah Akinniyi","Lincoln (PA) Lions",54.8
"Raven Sims","Memphis Tigers",54.8
"Julianna LaMendola","Indiana Hoosiers",54.8
"Amelie Sitterud","Loyola Marymount Lions",54.8
"Emilia Tenbrock","Coastal Carolina Chanticleers",54.8
"Pinja Paananen","Arkansas Razorbacks",54.8
"Nasi Simmons","Columbia Lions",54.8
"Caitlyn Stanley","LeTourneau Yellow Jackets",54.8
"Kathleen Birmingham","SUNY Geneseo Knights",54.8
"Ella Brow","SMU Mustangs",54.7
"Madisyn Jordan","Wake Forest Demon Deacons",54.7
"Kristina Godfrey","Florida Atlantic Owls",54.7
"Zaria Glover","Jackson State Lady Tigers",54.7
"Una Jovanovic","TCU Horned Frogs",54.6
"Kharyssa Richardson","Ole Miss Rebels",54.6
"Jayden Rhodes","San Diego Toreros",54.6
"Jada Williams","Milwaukee Panthers",54.6
"Diamond Wiggins","Hampton Lady Pirates",54.6
"Macy Spencer","UNLV Lady Rebels",54.6
"Jaeda Wilson","Georgetown Hoyas",54.6
"Savannah Curry","Temple Owls",54.6
"Takeira Ramey","Texas State Bobcats",54.6
"Quinn Borroni","Mercyhurst Lakers",54.6
"Mackenzie Joseph","New Orleans Privateers",54.6
"Jacee Busick","Belmont Bruins",54.5
"Se'Quoia Allmond","Southern Illinois Salukis",54.5
"Laila Hull","North Carolina Tar Heels",54.5
"Kendal George","SIU Edwardsville Cougars",54.5
"Danielle Roberts","Bethesda University Flames",54.5
"Kyera Thornsbury","Jacksonville State Gamecocks",54.5
"Tally Williams","Chicago State Cougars",54.5
"Sapphire Jones","La Sierra Golden Eagles",54.5
"Courtney Taylor","Coker Cobras",54.5
"Justine Pissott","Vanderbilt Commodores",54.4
"Alani Fluker","Tarleton State Texans",54.4
"Katie Thiers","Princeton Tigers",54.4
"Aasia Sam","Louisiana Ragin' Cajuns",54.4
"Martha Pietsch","UC Santa Barbara Gauchos",54.4
"Raymi Coueta","Duquesne Dukes",54.4
"Latazia Williamson","Memphis Tigers",54.4
"Lele Tanuvasa","South Carolina Upstate Spartans",54.4
"Shirel Nahum","UC Irvine Anteaters",54.4
"Jordan Boddie","Austin Peay Governors",54.4
"Kaelyn Flowers","Florida Gulf Coast Eagles",54.4
"Anjelicia Del Valle","Southeast Missouri State Redhawks",54.4
"Ellie Pingree","American University Eagles",54.4
"Sara Aumer","Virginia-Lynchburg Dragons",54.4
"Maya Hyacienth","Saint Peter's Peacocks",54.3
"Samantha Crispe","Utah Utes",54.3
"Maele Van Houtert","Central Baptist College Mustangs",54.3
"Davina Smith","Indiana State Sycamores",54.3
"Shadasia Brackens","North Texas Mean Green",54.3
"Gretchen Dolan","Illinois Fighting Illini",54.3
"Allie Cummins","Northern Arizona Lumberjacks",54.3
"Victoria Morris","North Carolina Central Eagles",54.3
"Emily Bennett","Virginia-Lynchburg Dragons",54.3
"Janelle Brown","Fairfield Stags",54.2
"Sofie Lowis","SIU Edwardsville Cougars",54.2
"Frode Flos van der Schans","Chattanooga Mocs",54.2
"Bridget Utberg","Marquette Golden Eagles",54.2
"Abby Graham","North Dakota State Bison",54.2
"Brianna Hill","Southeast Missouri State Redhawks",54.2
"Chloe Siegel","North Alabama Lions",54.2
"Alyssa Berry","Morehead State Eagles",54.2
"Kendall Hendrix","Loyola Chicago Ramblers",54.2
"TreShondra Williams","Marshall Thundering Herd",54.2
"Shanihya Brown","New Orleans Privateers",54.2
"Lauryn Stover","Mercyhurst Lakers",54.1
"Zahira Arizmendi Rubio","Florida Atlantic Owls",54.1
"Andraya Dimas","Park University Gilbert Buccaneers",54.1
"Audrey Biggs","Pittsburgh Panthers",54.1
"Lexi Blue","Kentucky Wildcats",54.1
"Savannah Davis","Middle Tennessee Blue Raiders",54.1
"Karsen Marshall","Cal State Northridge Matadors",54.1
"Yasmin Ott","UMBC Retrievers",54
"Camryn Hill","Old Dominion Monarchs",54
"Indiya Clarke","Wofford Terriers",54
"Ellie Colbeck","South Dakota State Jackrabbits",54
"Mayla Ham","Central Michigan Chippewas",54
"Michelina Lombardi","Le Moyne Dolphins",54
"Victoria Suarez","Puerto Rico-Mayaguez Bulldogs",54
"Summer Yancy","UCF Knights",54
"Lola Donez","California Golden Bears",54
"Salma Khedr","Western Kentucky Lady Toppers",54
"Anastasija Veljovic","Fordham Rams",54
"Zuri Ransom","Ball State Cardinals",54
"Kendall Beck","Houston Christian Huskies",54
"Payton Miller","Northwestern State Lady Demons",54
"Madi Hawk","Wofford Terriers",54
"Ja'Shelle Johnson","UT Rio Grande Valley Vaqueros",53.9
"Kali Haizlip","UT Arlington Mavericks",53.9
"Torie Sevier","Texas A&M-Corpus Christi Islanders",53.9
"Jenna Cook","Central Arkansas Sugar Bears",53.9
"Brooklyn Taylor","Sacramento State Hornets",53.9
"Angelina Nice","Radford Highlanders",53.9
"Leyah Houston","Alcorn State Lady Braves",53.9
"Janet Arias","Park University Gilbert Buccaneers",53.9
"Paris Whitfield","Champion Christian Tigers",53.9
"Maryam Dauda","South Carolina Gamecocks",53.8
"Kendra Gillispie","BYU Cougars",53.8
"Camille Jackson","Miami (OH) RedHawks",53.8
"Bella Perkins","Pittsburgh Panthers",53.8
"Anna Hager","High Point Panthers",53.8
"Cassidy Lafler","Ohio Bobcats",53.8
"Taedyn Gray","Drake Bulldogs",53.8
"Kennedy Lee","Nevada Wolf Pack",53.8
"Jazmyne Jackson","Georgia Southern Eagles",53.8
"Bailey Gilmore","Memphis Tigers",53.8
"Gabby Razzano","Northern Kentucky Norse",53.8
"Emiyah Cobb","SIU Edwardsville Cougars",53.8
"Allison Heathcock","Creighton Bluejays",53.8
"Keshia Vitalicio","Lehigh Mountain Hawks",53.8
"Nora Perez","Cal Poly Mustangs",53.8
"Justice Ross","Lamar Cardinals",53.7
"Saniah Tyler","Kentucky Wildcats",53.7
"Cassidy Rowe","Kentucky Wildcats",53.7
"Reagan Trumm","Western Carolina Catamounts",53.7
"Emily Siesel","Bowling Green Falcons",53.7
"Mackenzie Wright-Rawls","NJIT Highlanders",53.7
"Janie Bachmann","Holy Cross Crusaders",53.7
"Casey Valenti-Paea","Virginia Cavaliers",53.7
"Leah Philpotts","Charleston Cougars",53.7
"Teagan Mallegni","Iowa Hawkeyes",53.7
"Mikayla Werner","St. Thomas-Minnesota Tommies",53.7
"Rubi Gray","Sacramento State Hornets",53.7
"Ashna Tambe","Pennsylvania Quakers",53.7
"Stephanie Utomi","Mercer Bears",53.7
"Eriny Kindred","Florida Gators",53.6
"Ruby Willard","Elon Phoenix",53.6
"Andheya Aurelio","Jessup University Warriors",53.6
"Malia Tharpe","San Diego Toreros",53.6
"Audrey Kormann","NJIT Highlanders",53.6
"Blau Tor","Columbia Lions",53.6
"Malaka Cobb","Hampton Lady Pirates",53.6
"Janyah Bohanon","Howard Bison",53.6
"Raeven Raye-Redmond","Valparaiso Beacons",53.6
"Gabby Robinson","Cal Poly Mustangs",53.6
"Nicki Polocheck","UC San Diego Tritons",53.6
"Jada Cook","Murray State Racers",53.6
"Success Prysock","Morgan State Lady Bears",53.6
"Makenna Earnest","College Of Saint Mary Flames",53.6
"Rylee Langerman","Oklahoma State Cowgirls",53.5
"Lilah Moore","Northern Colorado Bears",53.5
"Ashley Carrillo","Presbyterian Blue Hose",53.5
"Regina Walton","Elon Phoenix",53.5
"Karianna Woods","Bethune-Cookman Wildcats",53.5
"Rosie Scognamiglio","Lafayette Leopards",53.5
"Lyric Barr","Houston Christian Huskies",53.5
"Mackenzie Thomas","SE Louisiana Lady Lions",53.5
"Eszter Turi","Siena Saints",53.5
"Jada Richard","LSU Tigers",53.5
"Allie Ziebell","UConn Huskies",53.5
"Brooklyn Vaughn","Loyola Chicago Ramblers",53.5
"Elizabeth Lavoie","New Hampshire Wildcats",53.5
"Lauren Thompson","UMBC Retrievers",53.5
"Teagan Erickson","Montana State Bobcats",53.5
"Hama'ya Fielder","Old Dominion Monarchs",53.5
"Caleigh-Rose West","Western Kentucky Lady Toppers",53.4
"Kenadee Winfrey","UNLV Lady Rebels",53.4
"Isabel Tillett","Saint Louis Billikens",53.4
"Jade Tillman","East Carolina Pirates",53.4
"Eghosa Obasuyi","Georgia State Panthers",53.4
"Amiyah Ferguson","Fordham Rams",53.4
"Taylor Holohan","Northeastern Huskies",53.4
"Marley Long","William & Mary Tribe",53.4
"Dawson Jemerson","Coastal Carolina Chanticleers",53.4
"Taylor Ross","UTSA Roadrunners",53.4
"J'Unti Franklin","East Texas A&M Lions",53.4
"Ashley Rojas","Arkansas-Pine Bluff Golden Lions",53.4
"Elizabeth Field","Stony Brook Seawolves",53.3
"Aspen Johnson","Mercer Bears",53.3
"Mady Calhoun","Brown Bears",53.3
"Page Greenburg","George Mason Patriots",53.3
"Camerah Langston","Bethune-Cookman Wildcats",53.3
"Isabella Tanedo","Utah State Aggies",53.3
"Kaitlyn Adams","Queens University Royals",53.3
"Clara Glad","UC Davis Aggies",53.3
"Noelle Hubert","Northern Kentucky Norse",53.3
"Annemarie Batista","Little Rock Trojans",53.3
"Ava Knipstein","Schreiner Mountaineers",53.3
"Chania Price","North Texas Mean Green",53.3
"Ellie Southards","Presbyterian Blue Hose",53.3
"Olivia Forster","South Carolina Upstate Spartans",53.3
"Bailey Burns","Jacksonville Dolphins",53.3
"Destinee Salgado","Iona Gaels",53.3
"Kylah Moore","Coppin State Eagles",53.3
"Kalise Hill","Morehead State Eagles",53.3
"Aubrey Brown","Northeastern State RiverHawks",53.3
"Sydni Scott","Fairfield Stags",53.2
"Sydney Bolden","Ball State Cardinals",53.2
"Tamia Dolls","Wiley Wildcats",53.2
"Aga Makurat","Vanderbilt Commodores",53.2
"Tove Caesar","Houston Christian Huskies",53.2
"Bri Robinson","Northern Iowa Panthers",53.2
"Devyn Quigley","NC State Wolfpack",53.2
"Kennedy Moore","Wake Forest Demon Deacons",53.2
"Mariah Knight","Jacksonville Dolphins",53.2
"Sydnei Collier","Texas A&M-San Antonio Jaguars",53.2
"Ayanna Varela","Montreat Cavaliers",53.2
"Sarah Lazar","Vermont Catamounts",53.1
"Zoe Jackson","Abilene Christian Wildcats",53.1
"Nariah Scott","Providence Friars",53.1
"Jayda Clark","Boise State Broncos",53.1
"Nia McGee","St. Thomas (TX) Celts",53.1
"Kiersten Johnson","Oklahoma Sooners",53.1
"Courtney Turner","Portland State Vikings",53.1
"Kaylan Deveney","Rider Broncs",53.1
"Emma Barnett","Ohio Bobcats",53.1
"Tianna Thompson","Georgia Tech Yellow Jackets",53.1
"Reagan Wilson","Iowa State Cyclones",53.1
"Te'Yala Delfosse","Michigan Wolverines",53.1
"Vitoria Santana","Penn State Lady Lions",53.1
"Ja-Kahla Craft","Seton Hall Pirates",53.1
"Dylan Tse","Cal State Bakersfield Roadrunners",53.1
"Kennedy Carlyle","Utah Valley Wolverines",53.1
"Myla Benton","Morehead State Eagles",53.1
"Nicole Sandifer","Grambling Lady Tigers",53.1
"Lucy Hood","East Tennessee State Bucs",53.1
"Lucie Castagne","UCF Knights",53
"Cam Mathews","Tulsa Golden Hurricane",53
"Avery O'Connor","New Hampshire Wildcats",53
"Rakiyah Beal","North Dakota Fighting Hawks",53
"Kiarra Kennedy","Maryland Eastern Shore Hawks",53
"Tia Morgan","Purdue Fort Wayne Mastodons",53
"Audrey Deptula","Loyola Chicago Ramblers",53
"Sydney White","California Baptist Lancers",53
"Alondra Lizama","Cal State Northridge Matadors",53
"Malea Egan","Marist Red Foxes",53
"Kylee Fears","Merrimack Warriors",53
"Dakota Alston","Morgan State Lady Bears",53
"Sinai Douglas","Michigan State Spartans",53
"Nisea Burrell","Austin Peay Governors",53
"Sarah Baker","Youngstown State Penguins",53
"Reza Po","New Mexico Lobos",53
"Makenna Jarratt","Cleary University Cougars",53
"Sophie Benharouga","Seattle U Redhawks",52.9
"Isabellah Middleton","St. Bonaventure Bonnies",52.9
"Morgan Holland","Faulkner Eagles",52.9
"Sophie Baydanov","UMass Lowell River Hawks",52.9
"Jada Brown","George Mason Patriots",52.9
"Jordyn Marshall","UC Riverside Highlanders",52.9
"Ale Civera","Iona Gaels",52.9
"Natalia Sierra-Vargas","George Washington Revolutionaries",52.9
"Judit Oliva Fernandez","Long Beach State Beach",52.9
"Charlece Ohiaeri","DePaul Blue Demons",52.9
"Natalie Potts","Nebraska Cornhuskers",52.9
"Alieghya Bartholomew","Delaware Blue Hens",52.9
"Carla Osma","Kansas Jayhawks",52.9
"Anna Stromberg","Radford Highlanders",52.9
"Grace Booth","Tarleton State Texans",52.9
"Grace Knutson","Drake Bulldogs",52.9
"Lexi Castator","Valparaiso Beacons",52.9
"Keala Johnson","Cheyney (PA) Wolves",52.9
"Mahri Petree","Purdue Boilermakers",52.8
"Lexi Deden","Montana State Bobcats",52.8
"Mia Beam","Bellarmine Knights",52.8
"Abby Ray","UAlbany Great Danes",52.8
"Selma Eklund","North Florida Ospreys",52.8
"Artemis Kouki","Western Michigan Broncos",52.8
"Jaelyn Acker","Furman Paladins",52.8
"Maria McConnell","Mercyhurst Lakers",52.8
"Diana Eliasson","New Hampshire Wildcats",52.8
"JaKayla Thompson","Boston College Eagles",52.8
"Landry Allen","Oklahoma Sooners",52.8
"Abby Sharpe","Pennsylvania Quakers",52.8
"Madi Symons","Wyoming Cowgirls",52.8
"Leah Harmon","Miami Hurricanes",52.8
"Kamara Mills","Queens University Royals",52.8
"Amy Kurkowski","Saint Mary's Gaels",52.8
"Mallory Daly","Buffalo Bulls",52.8
"Hilary Fuller","Belmont Bruins",52.8
"Riley Smith","Central Michigan Chippewas",52.8
"Jazmine Klausmeier","Virginia-Lynchburg Dragons",52.8
"Terren Ward","Mississippi State Bulldogs",52.7
"Clara Rosini","Georgia State Panthers",52.7
"Abbigail Stephens","UT Martin Skyhawks",52.7
"Charia Smith","Marquette Golden Eagles",52.7
"Hannah Robbins","Montana State Bobcats",52.7
"Aysia Proctor","UTSA Roadrunners",52.7
"Nia Anderson","California Baptist Lancers",52.7
"Cori Allen","Illinois Fighting Illini",52.7
"Peyton Gerdes","High Point Panthers",52.7
"Paige Girardi","Quinnipiac Bobcats",52.7
"Katie Fiso","Oregon Ducks",52.7
"Hana Abdel Aal","Bellarmine Knights",52.7
"Chantrel Clayton","UIC Flames",52.7
"Candela Garcia-Escribano","Long Island University Sharks",52.7
"Amelia Osgood","Princeton Tigers",52.6
"Cierra Pearson","Central Connecticut Blue Devils",52.6
"Samantha Shanks","Southern Miss Lady Eagles",52.6
"Katelyn Chomko","Robert Morris Colonials",52.6
"Elizabeth Romer","UT Rio Grande Valley Vaqueros",52.6
"Aislin Malcolm","Pittsburgh Panthers",52.5
"Laycee Drake","UAlbany Great Danes",52.5
"Abbey Cracknell","Marquette Golden Eagles",52.5
"Amarah Streiff","Colgate Raiders",52.5
"Catelyn Wheeler","Stonehill Skyhawks",52.5
"Ali Stephens","Omaha Mavericks",52.5
"Lucia Martinez Lopez","Xavier Musketeers",52.5
"Nia Brown","North Florida Ospreys",52.5
"Kyara Champagne","Chicago State Cougars",52.5
"Kylah McCullers","Mississippi Valley State Devilettes",52.5
"Brittany Cambell","Kentucky State Thorobreds",52.5
"Tivona Myles","Brenau University Golden Tigers",52.5
"Meghan Fiso","San Diego State Aztecs",52.4
"Mia Vuksic","San Francisco Dons",52.4
"Keona Curtis","North Carolina A&T Aggies",52.4
"Nasia Powell","UNC Greensboro Spartans",52.4
"Ciara Bailey","Norfolk State Spartans",52.4
"Tyra Myers","Stetson Hatters",52.4
"Julia Puente","McNeese Cowgirls",52.4
"Macy Brown","Michigan Wolverines",52.4
"Dani Ceseretti","Villanova Wildcats",52.4
"Nia Chima","UMass Lowell River Hawks",52.4
"Taylor Caldwell","Charleston Southern Buccaneers",52.4
"Kayla Mount","Chicago State Cougars",52.4
"Mariyah Brown","Houston Christian Huskies",52.4
"Ayasha Thomas","Bowie State Bulldogs",52.4
"Autumn Smith","Louisiana Tech Lady Techsters",52.3
"Nya Harmon","Texas Southern Tigers",52.3
"Maria Doreste","Wagner Seahawks",52.3
"Kyriana Jones","Tarleton State Texans",52.3
"Karina Gordon","Florida Gulf Coast Eagles",52.3
"Jadyn Atchison","Old Dominion Monarchs",52.3
"Paris Lauro","New Mexico Lobos",52.3
"Emerson Thompson","Campbell Fighting Camels",52.3
"Sania Jenkins","La Salle Explorers",52.3
"Jamiria Jones","Georgia Southern Eagles",52.3
"Kassie Ingram","Marshall Thundering Herd",52.3
"Gabby Betton","Loyola Maryland Greyhounds",52.3
"Madison St. Rose","Princeton Tigers",52.2
"Irena Korolenko","Santa Clara Broncos",52.2
"Tierney Coleman","North Carolina Central Eagles",52.2
"Aleah Sorrentino","Massachusetts Minutewomen",52.2
"Syria Butler","New Orleans Privateers",52.2
"Caelan Ellis","Charleston Southern Buccaneers",52.2
"Ashtyn Zeigler","Guilford Quakers",52.2
"Karina McMillan","Cal Lutheran Kingsmen",52.2
"Joniyah Bland-Fitzpatrick","Seton Hall Pirates",52.2
"Olivia Vandergriff","Lipscomb Bisons",52.2
"D'Yanis Jimenez","Wisconsin Badgers",52.2
"Alyssa Christensen","Boise State Broncos",52.2
"Emma Haan","Vermont Catamounts",52.2
"Aimee Flippen","Abilene Christian Wildcats",52.2
"Magdalena Schmidt","Yale Bulldogs",52.2
"Amelia Hobson","North Dakota State Bison",52.2
"Alanna Phillipo","Eastern Illinois Panthers",52.2
"Angel Hill","Tennessee State Lady Tigers",52.2
"Tatiana Matthews","Colgate Raiders",52.2
"Mya Johnson","Bethune-Cookman Wildcats",52.2
"Timia Ware","East Carolina Pirates",52.1
"Steph Ouderkirk","Richmond Spiders",52.1
"Mary Wilson","Denver Pioneers",52.1
"Taylor Charles","Princeton Tigers",52.1
"DeeDee Shephard","Charlotte 49ers",52.1
"Abby Holtman","Cincinnati Bearcats",52.1
"Eri Blithikioti","UC San Diego Tritons",52.1
"Kanani Coon","UC Santa Barbara Gauchos",52.1
"Ella Weaver","Toledo Rockets",52.1
"Katy Reyerson","Northern Iowa Panthers",52.1
"Jhaven Meade","South Carolina State Lady Bulldogs",52.1
"Madeline Potts","Syracuse Orange",52.1
"Jordan Zubich","North Carolina Tar Heels",52.1
"Sofia Ceppellotti","North Alabama Lions",52.1
"Felicia Jacobs","Temple Owls",52.1
"Cristina Parrella","Princeton Tigers",52.1
"Alli Harness","Western Michigan Broncos",52.1
"Bailey Barnhard","San Diego State Aztecs",52.1
"Janiyah Tucker","Arkansas-Pine Bluff Golden Lions",52.1
"Alejandra Mastral","Robert Morris Colonials",52
"Kaitlin Burgess","Weber State Wildcats",52
"Remi Sisselman","Lehigh Mountain Hawks",52
"Lily Hansford","Iowa State Cyclones",52
"Kyleigh Welsh","NJIT Highlanders",52
"Sam Dewey","Richmond Spiders",52
"Alarice Gooden","Hofstra Pride",52
"Kennedy Blair","Michigan State Spartans",52
"Maddie Diabate","Detroit Mercy Titans",52
"Alva Mofalk","McNeese Cowgirls",52
"Staci Williams","Fairleigh Dickinson Knights",52
"Jasmine Nichols","Western Illinois Leathernecks",52
"Bianca Juzzo","Kent State Golden Flashes",52
"Noemi Arvai","Sacramento State Hornets",52
"Milly Sharp","Boise State Broncos",52
"Rhianna Williams","Kentucky State Thorobreds",52
"Paula Maurina","Saint Joseph's Hawks",51.9
"Brianna Ellis","New Orleans Privateers",51.9
"Zora Fray-Chinn","South Carolina Upstate Spartans",51.9
"Sofia Llanos","Portland State Vikings",51.9
"Jailah Clark-Jones","UNC Greensboro Spartans",51.9
"Nadechka Laccen","St. Bonaventure Bonnies",51.9
"Holly Griffiths","Fresno State Bulldogs",51.9
"Sophi Hall","Providence Friars",51.9
"Maci Quiller","Texas Southern Tigers",51.9
"Lily Bottomley","Loyola Maryland Greyhounds",51.9
"Daviane Mindoudi Ongbakahoumb","Florida Gators",51.9
"Sydney Golladay","Creighton Bluejays",51.9
"Emily McElmurry","Eastern Washington Eagles",51.9
"Lucy Larson","Seattle U Redhawks",51.9
"Ellie Cerf","Dartmouth Big Green",51.9
"Lila Posthuma","Bradley Braves",51.9
"Snowda Watie","Northeastern State RiverHawks",51.9
"Alaijah Kirk-Veal","Clinton College Golden Bears",51.9
"Kylie Morris","Davis & Elkins Senators",51.9
"Jordan Rosier","South Alabama Jaguars",51.8
"Rosa Smith","UC San Diego Tritons",51.8
"Jazzy Owens-Barnett","Rice Owls",51.8
"Mariyah Noel","Ole Miss Rebels",51.8
"Ella Wedin","Saint Mary's Gaels",51.8
"Sydney Postell","Le Moyne Dolphins",51.8
"Taleiyah Gibbs","Texas State Bobcats",51.8
"McKenna Johnson","Minnesota Golden Gophers",51.8
"Katarina Knezevic","Arizona Wildcats",51.8
"Sienna Dauer","Davidson Wildcats",51.8
"Morgan Matthews","George Washington Revolutionaries",51.8
"Jess Ross","Massachusetts Minutewomen",51.8
"Olivia O'Meally","NJIT Highlanders",51.8
"Monna Julkunen","Georgia State Panthers",51.8
"Jocelyn Chavez","Rider Broncs",51.8
"Shira Elkis","Stonehill Skyhawks",51.8
"Julia Webster","Stonehill Skyhawks",51.8
"Jada Collins","Tennessee State Lady Tigers",51.8
"Jaidyn Harper","East Tennessee State Bucs",51.8
"Serina Quezada","Bethesda University Flames",51.8
"Marisa Davis-Jones","San José State Spartans",51.7
"Brooklyn McDaniel","Jacksonville State Gamecocks",51.7
"Maddie Cox","NC State Wolfpack",51.7
"Latifa Amzil","Detroit Mercy Titans",51.7
"Violette Skipworth","Nicholls Colonels",51.7
"Savannah McGowan","Illinois State Redbirds",51.7
"Rachel Griffin","North Carolina A&T Aggies",51.7
"Maria Arrebola","Columbia Lions",51.7
"Esther Kursite","Sacred Heart Pioneers",51.7
"Lillian Jackson","Grambling Lady Tigers",51.7
"Laila Phelia","Texas Longhorns",51.6
"Ambah Kowcun","Eastern Kentucky Colonels",51.6
"Kehinde Obasuyi","Western Carolina Catamounts",51.6
"Hennessey Luu-Brown","Miami (OH) RedHawks",51.6
"Jalysa Stokes","UIC Flames",51.6
"Ali'a Matavao","Loyola Marymount Lions",51.6
"Emma Donnelly","Iona Gaels",51.6
"Ava McKennie","Maryland Terrapins",51.6
"Alexia Araujo-Dagba","Georgetown Hoyas",51.6
"Albina Syla","Rhode Island Rams",51.6
"Yana Karamfilova","South Florida Bulls",51.6
"Jamia Carter","Portland State Vikings",51.6
"Mickelle Lowry","Coppin State Eagles",51.6
"Alyssa Crockett","Michigan Wolverines",51.5
"Jelissa Reese","Prairie View A&M Lady Panthers",51.5
"Hope LeMelle","Stephen F. Austin Ladyjacks",51.5
"Lemyah Hylton","Miami Hurricanes",51.5
"Shayla Gillmer","Washington Huskies",51.5
"Qadence Samuels","UConn Huskies",51.5
"Maren Westin","Green Bay Phoenix",51.5
"Ivy Fox","La Salle Explorers",51.5
"Shanelle Smith","Queens University Royals",51.5
"Macy Smith","St. Bonaventure Bonnies",51.5
"Paula Pique","Abilene Christian Wildcats",51.5
"Abigail Long","Yale Bulldogs",51.5
"Laila Harrison","Bowling Green Falcons",51.5
"Eden Johnson","Georgia State Panthers",51.4
"Kendall Wingler","IU Indianapolis Jaguars",51.4
"Maggie Czinano","Minnesota Golden Gophers",51.4
"Caliana Fenceroy","Niagara Purple Eagles",51.4
"Kennan Ka","Long Beach State Beach",51.4
"Kiyah Hurst","North Dakota Fighting Hawks",51.4
"Anaya Harris","Gardner-Webb Runnin' Bulldogs",51.4
"Corrie McLaughlin","UNC Wilmington Seahawks",51.4
"Xamiya Walton","Northwestern Wildcats",51.4
"Savanna Jones","Seton Hall Pirates",51.4
"LaKeeyah Barnes","Niagara Purple Eagles",51.4
"Elizabeth Archer","American University Eagles",51.4
"Madisyn Moore-Nicholson","American University Eagles",51.4
"Inez Gallegos","Boston University Terriers",51.4
"Jordan Tuff","UNC Asheville Bulldogs",51.3
"Maggie Besselink","Arizona State Sun Devils",51.3
"Jeniah Thompson","Southern Illinois Salukis",51.3
"Lauren Cohen","Illinois State Redbirds",51.3
"Claire Gallagher","San Diego Toreros",51.3
"Timaya Lewis-Eutsey","VCU Rams",51.3
"Deniz Torgut","VCU Rams",51.3
"Ellie Buzzelle","Green Bay Phoenix",51.3
"Georgia Heine","Pennsylvania Quakers",51.3
"Jasmine Fearne","Bowling Green Falcons",51.3
"Mariama Sow","Western Kentucky Lady Toppers",51.3
"Sydney Pettis","North Florida Ospreys",51.3
"Eryn McKinzie","Incarnate Word Cardinals",51.3
"Margarita Satini","Weber State Wildcats",51.2
"Grace Hunter","North Florida Ospreys",51.2
"Ellie Boni","Eastern Washington Eagles",51.2
"Ashley Tudor","Marshall Thundering Herd",51.2
"Madison Bartley","Baylor Bears",51.2
"Ashley O'Connor","Bucknell Bison",51.2
"Draya Wacker","Montana Lady Griz",51.2
"Natalie Fraley","Portland Pilots",51.2
"Daniela Falcon Hernandez","UC Irvine Anteaters",51.2
"Jasmine Matthews","Louisiana Ragin' Cajuns",51.2
"Ja'Miyah Bryant","Grambling Lady Tigers",51.2
"Maria Messling","Western Illinois Leathernecks",51.2
"Charli Kay","Southern Utah Thunderbirds",51.2
"Chloe Spreen","Alabama Crimson Tide",51.2
"Alyssa Ervin","Elon Phoenix",51.2
"Tamar Kopilevech","Queens University Royals",51.2
"Ruby Sweeney-Spitzeck","Idaho State Bengals",51.2
"Kelowna Ngoyi","Southern Illinois Salukis",51.2
"Stella Sgro","San José State Spartans",51.2
"Meegan Fahy","SIU Edwardsville Cougars",51.2
"Madelyne Davis","Houston Christian Huskies",51.2
"Gemma Gruttner Bacoul","East Tennessee State Bucs",51.2
"Khamya McNeal","George Mason Patriots",51.1
"Maddie Vizza","Northeastern Huskies",51.1
"Caroline Waite","Illinois State Redbirds",51.1
"Lexy Linton","Kent State Golden Flashes",51.1
"Journee McDaniel","East Carolina Pirates",51.1
"Lara Cook","Colgate Raiders",51.1
"Mia Hardin","Mississippi Valley State Devilettes",51.1
"Semie Brar","Indiana State Sycamores",51.1
"Kelian Cedano","Temple Owls",51.1
"Alize Tripp","Detroit Mercy Titans",51.1
"Tre'Miyah Berry","New Orleans Privateers",51.1
"Takiela Jones","Mississippi University For Women Owls",51.1
"Aanaya Harris","Charlotte 49ers",51
"Chelsea Graiver","Stonehill Skyhawks",51
"Rhema Pegues","North Alabama Lions",51
"Aliyah Collins","Mercer Bears",51
"Zoe Stewart","Missouri State Lady Bears",51
"Kayla Hampton","Tulane Green Wave",51
"Jordan Jackson","Wichita State Shockers",51
"Kelly Boyle","UNC Greensboro Spartans",51
"Monica Williams","Ohio Bobcats",51
"Tahnyjia Purifoy","Florida A&M Rattlers",51
"Nyayongah Gony","UTSA Roadrunners",50.9
"Kennedy Flanagan","Western Illinois Leathernecks",50.9
"Maddie Antenucci","Florida Gulf Coast Eagles",50.9
"Layla Laws","Saint Peter's Peacocks",50.9
"Avery Strickland","Tennessee Lady Volunteers",50.9
"Marya Hudgins","BYU Cougars",50.9
"Bri Bowen","Quinnipiac Bobcats",50.9
"Isabella Pitta","Lipscomb Bisons",50.9
"Nalani Simmons","Longwood Lancers",50.9
"Ella Meabon","Colgate Raiders",50.9
"Jessica Woods","Campbell Fighting Camels",50.9
"Paulina Hernandez","Cleveland State Vikings",50.9
