player,team,conf,pos,g,mpg,ppg,rpg,apg,spg,bpg,ts,efg,tpar,team_z,sos_z,opp_z_w,rating_raw,rating
KK Deans,Ole Miss Rebels,SEC,Guard,33,20.94949494949495,9.333333333333334,2,2.303030303030303,1,0.15151515151515152,0.5324298160696999,0.47674418604651164,0.6744186046511628,1.7410870519166886,1.8322482695859699,0,87.97110700938303,88
Zee Spearman,Tennessee Lady Volunteers,SEC,Forward,34,21.26029411764706,11.735294117647058,6,0.7941176470588235,0.7058823529411765,0.6764705882352942,0.588495575221239,0.5559322033898305,0.2711864406779661,1.8396325085544687,2.070698203104861,0,87.93381115338103,88
Samara Spencer,Tennessee Lady Volunteers,SEC,Guard,34,25.53627450980392,10.647058823529411,3.735294117647059,4.647058823529412,1.3235294117647058,0.08823529411764706,0.5300456834953731,0.5182724252491694,0.5980066445182725,1.8396325085544687,2.070698203104861,0,87.8965285943057,88
Ariel Jenkins,Georgetown Hoyas,Big East,Center,30,29.483333333333334,11.1,9.8,0.9666666666666667,0.8,1.0333333333333334,0.5576021433355659,0.4942084942084942,0.09266409266409266,0.8810142764600352,1.3358466065512422,0,87.85925933153848,88
Chloe Kitts,South Carolina Gamecocks,SEC,Center,39,22.158119658119656,9.948717948717949,7.512820512820513,1.8717948717948718,0.717948717948718,0.48717948717948717,0.5784828244274809,0.532312925170068,0.07142857142857142,2.1843277343446545,2.5307581208810648,0,87.82200336446071,88
Chance Gray,Ohio State Buckeyes,Big Ten,Guard,33,27.97373737373737,12.030303030303031,1.8181818181818181,1.4848484848484849,1.3636363636363635,0.09090909090909091,0.5340040890993221,0.5,0.5843023255813954,1.6917006656839237,1.8096053963323875,0,87.78476069245347,88
Skylar Forbes,Marquette Golden Eagles,Big East,Forward,32,30.5953125,15.28125,5.75,1.78125,1.46875,1.75,0.5581172388604821,0.4855263157894737,0.3868421052631579,1.1199224952249751,0.8672313178434181,0,87.74753131489776,88
Sydney Parrish,Indiana Hoosiers,Big Ten,Guard,33,26.186868686868685,9.818181818181818,4.636363636363637,1.5757575757575757,1.0909090909090908,0.6666666666666666,0.5650111607142857,0.5347490347490348,0.5675675675675675,1.4614051885638055,2.0974450010074883,0,87.71031523117436,88
Maya McDermott,Northern Iowa Panthers,MVC,Guard,30,31.482777777777773,19.133333333333333,2.933333333333333,4.5,1.3333333333333333,0.1,0.5493033226152197,0.508298755186722,0.3153526970954357,1.0256092709058044,0.8316508289252648,0,87.67311244066391,88
Zahirah Walton,George Mason Patriots,A10,Guard,33,30.808080808080806,14.848484848484848,5.787878787878788,2.303030303030303,1.696969696969697,0.9696969696969697,0.5295236448517334,0.46382428940568476,0.2041343669250646,1.2004378512957383,0.29934776290417237,0,87.63592294274693,88
Ioanna Krimili,California Golden Bears,ACC,Guard,33,34.32020202020202,13.878787878787879,2.727272727272727,3.0606060606060606,1.0909090909090908,0.15151515151515152,0.5541573903784726,0.5188679245283019,0.6819407008086253,1.4232498867508006,1.7107960342673005,0,87.59874673680368,88
Serena Sundell,Kansas State Wildcats,B12,Guard,36,33.74768518518519,14.11111111111111,4.416666666666667,7.277777777777778,1.0833333333333333,0.8611111111111112,0.5787458986511119,0.5326370757180157,0.195822454308094,1.8069358879870958,1.6150636890244294,0,87.56158382221432,88
Jordan Hobbs,Michigan Wolverines,Big Ten,Guard,34,31.875490196078438,13.588235294117647,4.794117647058823,2.5588235294117645,0.7058823529411765,0.23529411764705882,0.5404267265581134,0.5076142131979695,0.46446700507614214,1.6326371349670803,2.068348557574737,0,87.52443419835888,88
Grace Larkins,South Dakota Coyotes,Summit League,Center,31,37.94462365591398,23.967741935483872,9.483870967741936,5.548387096774194,1.8387096774193548,0.3548387096774194,0.562333494792928,0.5210526315789473,0.1736842105263158,0.3239784601987731,-0.003444254275634452,0,87.48729786461712,87
Teya Sidberry,Boston College Eagles,ACC,Forward,33,26.58737373737374,12.242424242424242,6.696969696969697,0.9393939393939394,1.6666666666666667,0.6363636363636364,0.5277458459609154,0.4629080118694362,0.2789317507418398,1.084598215402833,1.4886354643578934,0,87.45017482036873,87
Jeriah Warren,Florida Gators,SEC,Guard,36,30.30231481481481,12.277777777777779,4.388888888888889,1.6944444444444444,1.2222222222222223,0.5277777777777778,0.547843331680714,0.5191256830601093,0.48360655737704916,1.27174424689524,1.818451538673928,0,87.4130650649932,87
Breya Cunningham,Arizona Wildcats,B12,Center,30,23.586666666666666,11.3,7.133333333333334,0.9666666666666667,1.3333333333333333,1.8333333333333333,0.5781825624232501,0.5735849056603773,0,1.1525440457106384,1.0905761751305243,0,87.37596859786984,87
Tommisha Lampkin,North Texas Mean Green,AAC,Center,30,31.618333333333332,16.7,9.466666666666667,1.3,1,0.9,0.5880281690140845,0.5502958579881657,0,0.8833393642000141,0.10803515627732076,0,87.33888541837787,87
Sayvia Sellers,Washington Huskies,Big Ten,Guard,32,30.754166666666663,15.0625,2.6875,3.75,1.84375,0.3125,0.577605215223852,0.5518134715025906,0.43005181347150256,1.3510005481639062,1.5640707160994605,0,87.30181552589623,87
Maggie Doogan,Richmond Spiders,A10,Guard,35,30.03523809523809,17.02857142857143,7.142857142857143,3.8,1.1714285714285715,1.1428571428571428,0.6587091069849691,0.6234096692111959,0.3384223918575064,1.3492596878497183,0.7859604126726225,0,87.26475891980377,87
Gracie Merkle,Penn State Lady Lions,Big Ten,Center,29,23.032758620689656,14.931034482758621,8.275862068965518,1.1379310344827587,0.1724137931034483,1.4137931034482758,0.6721097727554949,0.6702508960573477,0,1.0775764067957398,1.5280320751226568,0,87.22771559947918,87
Ugonne Onyiah,California Golden Bears,ACC,Center,33,22.643939393939394,12.636363636363637,7.666666666666667,0.6363636363636364,0.5454545454545454,1.1818181818181819,0.6264271121259464,0.602112676056338,0,1.4232498867508006,1.7107960342673005,0,87.19068556430096,87
Oluchi Okananwa,Duke Blue Devils,ACC,Forward,37,22.806306306306308,10.108108108108109,5.297297297297297,1.7567567567567568,1.7567567567567568,0.24324324324324326,0.5517526259884338,0.5184563758389261,0.30201342281879195,1.888373998893519,2.2872977628900024,0,87.15366881364746,87
Emma Calvert,BYU Cougars,B12,Forward,27,25.755555555555556,12.74074074074074,5.444444444444445,1.3333333333333333,0.5185185185185185,1.5555555555555556,0.5900109769484084,0.5601503759398496,0.23308270676691728,1.0150604961964842,1.4975705047876806,0,87.11666534689681,87
Macy McGlone,Eastern Illinois Panthers,OVC,Center,29,33.12931034482759,17.82758620689655,11.551724137931034,1.4827586206896552,1.0344827586206897,1.9310344827586208,0.5532962328767124,0.501219512195122,0.07804878048780488,0.5999349761598006,-0.020667618844543,0,87.07967516342708,87
Avery Howell,USC Trojans,Big Ten,Guard,35,21.204761904761902,7.457142857142857,2.9714285714285715,0.8857142857142857,0.8285714285714286,0.2857142857142857,0.6125610214044311,0.5820512820512821,0.7589743589743589,1.974499619619242,1.968354199713711,0,87.0426982626161,87
S'Mya Nichols,Kansas Jayhawks,B12,Guard,27,32.3074074074074,18.77777777777778,3.111111111111111,4.592592592592593,1.1481481481481481,0.1111111111111111,0.6115507092540771,0.4935897435897436,0.21474358974358973,1.0617521527387002,1.7514465476441803,0,87.00573464384154,87
Aaronette Vonleh,Baylor Bears,B12,Center,36,24.993055555555557,14.944444444444445,5.777777777777778,0.6944444444444444,0.8055555555555556,0.75,0.6048749775139414,0.5873417721518988,0.035443037974683546,1.6680810912307151,1.4629807060692277,0,86.96878430648091,87
Lacy Stokes,Missouri State Lady Bears,MVC,Guard,31,35.32096774193548,13.838709677419354,4.741935483870968,4.32258064516129,2.4838709677419355,0.16129032258064516,0.5695093457943925,0.4967532467532468,0.19155844155844157,1.10470972873368,0.4592488942418919,0,86.93184724991158,87
Temira Poindexter,Kansas State Wildcats,B12,Forward,36,29.031481481481478,12.527777777777779,2.9444444444444446,1.7222222222222223,1.1944444444444444,1,0.596182318104907,0.5837988826815642,0.6424581005586593,1.8069358879870958,1.6150636890244294,0,86.89492347351073,87
Rachel Ullstrom,Richmond Spiders,A10,Guard,35,31.109999999999996,15.342857142857143,5.0285714285714285,0.7142857142857143,1.4285714285714286,0.34285714285714286,0.6640779580530273,0.6456692913385826,0.5091863517060368,1.3492596878497183,0.7859604126726225,0,86.85801297665539,87
Theryn Hallock,Michigan State Spartans,Big Ten,Guard,31,24.826344086021507,13.129032258064516,2.225806451612903,2.806451612903226,1.8064516129032258,0.16129032258064516,0.4961478447435147,0.4501347708894879,0.40431266846361186,1.6462614871858658,1.8777847769051104,0,86.82111575872239,87
Ashlynn Shade,UConn Huskies,Big East,Guard,40,22.7225,7.7,2.7,1.325,1.425,0.15,0.5940441289924394,0.586,0.516,2.25373778543095,1.9398922039223196,0,86.78423181908843,87
Hannah Stuelke,Iowa Hawkeyes,Big Ten,Center,32,26.528645833333332,11.53125,7.34375,2.09375,0.84375,0.34375,0.5430303743819167,0.49264705882352944,0.0625,1.620085208055328,2.2637553154023498,0,86.74736115713004,87
Tajianna Roberts,Louisville Cardinals,ACC,Guard,33,32.37929292929294,12.848484848484848,3.3636363636363638,2.3333333333333335,1.7272727272727273,0.09090909090909091,0.4752510760401722,0.4475609756097561,0.4170731707317073,1.4528537281324567,2.2244781214244744,0,86.71050377222356,87
Halle Vice,Marquette Golden Eagles,Big East,Forward,32,31.80260416666666,11.53125,7.375,1.90625,1.125,0.9375,0.5767787920470177,0.5236363636363637,0.18545454545454546,1.1199224952249751,0.8672313178434181,0,86.6736596637452,87
Sophie Glancey,Northern Arizona Lumberjacks,Big Sky,Center,32,29.991666666666664,17.84375,9.53125,1.1875,0.84375,1.75,0.5413348502085704,0.5065645514223195,0.11597374179431072,0.950463206376991,0.39270347444201464,0,86.63682883107099,87
Darianna Littlepage-Buggs,Baylor Bears,B12,Center,36,22.705555555555556,10.694444444444445,7.805555555555555,1.7222222222222223,0.8055555555555556,0.8055555555555556,0.5839703919427254,0.5441696113074205,0.10600706713780919,1.6680810912307151,1.4629807060692277,0,86.60001127357674,87
Dani Carnegie,Georgia Tech Yellow Jackets,ACC,Guard,33,18.17676767676768,11.333333333333334,3.9696969696969697,1.696969696969697,0.7575757575757576,0,0.5058976301266097,0.4782608695652174,0.5710144927536231,1.5039533632844224,1.6164770567100917,0,86.56320699063822,87
Tessa Johnson,South Carolina Gamecocks,SEC,Guard,39,20.463675213675213,7.923076923076923,2.051282051282051,1.3846153846153846,0.6410256410256411,0.3333333333333333,0.6104788999525841,0.5745614035087719,0.4692982456140351,2.1843277343446545,2.5307581208810648,0,86.52641598163088,87
Gabby Elliott,Penn State Lady Lions,Big Ten,Forward,29,29.658620689655173,13.620689655172415,4.551724137931035,1.793103448275862,1.2758620689655173,0.10344827586206896,0.5577835517397198,0.5364741641337386,0.2948328267477204,1.0775764067957398,1.5280320751226568,0,86.48963824593011,86
Mia Moore,Clemson Tigers,ACC,Guard,30,26.162222222222223,10.5,5.233333333333333,1.8,1.5,0.13333333333333333,0.49722187144841523,0.4726962457337884,0.3378839590443686,1.1719468847772418,1.7819262420801605,0,86.45287378291113,86
Maria Gakdeng,North Carolina Tar Heels,ACC,Center,37,23.026126126126126,9.64864864864865,6.8108108108108105,0.7297297297297297,0.7027027027027027,1,0.6128124141719309,0.5867768595041323,0,1.6276444161915096,1.8529291239450412,0,86.41612259194892,86
Carter McCray,Wisconsin Badgers,Big Ten,Center,29,26.258045977011495,10.931034482758621,7.275862068965517,0.8620689655172413,0.7931034482758621,0.41379310344827586,0.5942561487702459,0.5745614035087719,0,0.9378010911406979,1.7761641294075792,0,86.37938467241835,86
Kennady McQueen,Utah Utes,B12,Guard,29,24.680459770114943,8.827586206896552,2.896551724137931,1.9655172413793103,0.7931034482758621,0.27586206896551724,0.6752479426039248,0.659217877094972,0.7094972067039106,1.5423282651795442,1.5959407231581986,0,86.34266002369415,86
Matyson Wilke,Utah Utes,B12,Guard,29,22.577011494252876,8.724137931034482,2.1379310344827585,2.0344827586206895,1.0689655172413792,0.10344827586206896,0.6029551954242135,0.582089552238806,0.6169154228855721,1.5423282651795442,1.5959407231581986,0,86.30594864515079,86
Starr Jacobs,Ole Miss Rebels,SEC,Center,33,24.615656565656565,10.909090909090908,6.0606060606060606,0.9696969696969697,1.7272727272727273,0.36363636363636365,0.5907837731390311,0.5617529880478087,0,1.7410870519166886,1.8322482695859699,0,86.26925053616267,86
Yaya Felder,Baylor Bears,B12,Guard,36,25.614351851851854,10.13888888888889,3.388888888888889,2.6944444444444446,1.1111111111111112,0.4166666666666667,0.5636195182211241,0.5230496453900709,0.46099290780141844,1.6680810912307151,1.4629807060692277,0,86.23256569610396,86
Josie Gilvin,Western Kentucky Lady Toppers,CUSA,Forward,30,31.34722222222222,13,5.933333333333334,2.433333333333333,2.6333333333333333,0.8333333333333334,0.6421232876712328,0.6219081272084805,0.38515901060070673,0.8649311372686749,-0.13476409629897132,0,86.19589412434868,86
Ava Learn,Murray State Racers,MVC,Forward,28,27.667857142857144,14.142857142857142,9.5,1.1785714285714286,1.0714285714285714,0.8928571428571429,0.6060235063663075,0.5659722222222222,0.2569444444444444,1.192377718155921,0.4671707544778444,0,86.15923582027071,86
Laniah Randle,Missouri Tigers,SEC,Center,32,27.3546875,11.625,6.21875,1.53125,1.71875,0.4375,0.5276296380347215,0.5,0.0031645569620253164,1.1392688707895395,1.6177454571800967,0,86.12259078324371,86
Lexi Donarski,North Carolina Tar Heels,ACC,Guard,37,30.472522522522517,10.72972972972973,1.8918918918918919,1.4324324324324325,1.027027027027027,0.21621621621621623,0.5565836698070884,0.5481049562682215,0.6297376093294461,1.6276444161915096,1.8529291239450412,0,86.0859590126412,86
Sydney Shaw,West Virginia Mountaineers,B12,Guard,33,31.239393939393942,11.030303030303031,3.5454545454545454,1.5757575757575757,1.7272727272727273,0.2727272727272727,0.5523855772732791,0.5257234726688103,0.6430868167202572,1.7653891370159522,1.5339615063371372,0,86.04934050783658,86
Tara Wallack,Washington State Cougars,WCC,Guard,33,34.10454545454546,12.696969696969697,6.787878787878788,2.606060606060606,1.121212121212121,1.8484848484848484,0.5284532337806478,0.48863636363636365,0.33238636363636365,0.8459840171730816,0.5533506259939702,0,86.01273526820297,86
Malene Pedersen,Wyoming Cowgirls,Mountain West,Guard,32,32.342708333333334,13.875,3.6875,2.6875,0.71875,0.09375,0.5904883498244494,0.5585714285714286,0.3485714285714286,0.9816640453391233,0.5822527071337801,0,85.98409552874229,86
Cotie McMahon,Ohio State Buckeyes,Big Ten,Forward,33,29.29848484848485,14.515151515151516,4.090909090909091,1.8181818181818181,1.0606060606060606,0.21212121212121213,0.5226975120034919,0.48717948717948717,0.23333333333333334,1.6917006656839237,1.8096053963323875,0,85.95970972129388,86
Olivia Olsen,Providence Friars,Big East,Center,32,27.640625,11.0625,8.34375,1.03125,0.75,1.4375,0.5438122158043505,0.5145985401459854,0.043795620437956206,0.7814524340151294,1.0658537623774298,0,85.93533275603852,86
Kennedy Todd-Williams,Ole Miss Rebels,SEC,Forward,33,30.654040404040405,11.424242424242424,5.363636363636363,2.6363636363636362,1.303030303030303,0.7878787878787878,0.483829568788501,0.41887905604719766,0.30973451327433627,1.7410870519166886,1.8322482695859699,0,85.91096463255789,86
Madison Scott,Ole Miss Rebels,SEC,Center,33,29.91464646464646,11.848484848484848,5.090909090909091,3.6666666666666665,0.9696969696969697,0.9090909090909091,0.5137166281269708,0.47181008902077154,0.050445103857566766,1.7410870519166886,1.8322482695859699,0,85.88660535043357,86
Liv McGill,Florida Gators,SEC,Guard,36,31.544907407407404,16.36111111111111,4.555555555555555,5.166666666666667,2,0.3333333333333333,0.5085653104925053,0.472168905950096,0.30902111324376197,1.27174424689524,1.818451538673928,0,85.862254909247,86
Sydney Bowles,Florida State Seminoles,ACC,Guard,32,26.0203125,10.59375,3.25,1.28125,0.78125,0.21875,0.5430603613994618,0.5137457044673539,0.6666666666666666,1.650179001111128,1.752058284167248,0,85.83791330857952,86
Rose Micheaux,Virginia Tech Hokies,ACC,Center,32,25.734375,11.4375,6.96875,1.28125,0.5,0.5625,0.582579905768496,0.5815602836879432,0.0035460992907801418,1.2534089945581477,1.5004332833801999,0,85.81358054801235,86
Greta Kampschroeder,Michigan Wolverines,Big Ten,Guard,34,24.011274509803922,6.823529411764706,3.3529411764705883,1.4705882352941178,0.5294117647058824,0.35294117647058826,0.5881160008111944,0.574468085106383,0.5585106382978723,1.6326371349670803,2.068348557574737,0,85.78925662712662,86
Delaney Gibb,BYU Cougars,B12,Guard,27,34.604320987654326,17.444444444444443,5.37037037037037,4.074074074074074,1.7037037037037037,0.4444444444444444,0.5801635790303508,0.5465753424657535,0.4904109589041096,1.0150604961964842,1.4975705047876806,0,85.76494154550332,86
Matilda Ekh,Virginia Tech Hokies,ACC,Guard,32,32.025,11.9375,3.375,2.25,0.65625,0.3125,0.5797013475780016,0.5546623794212219,0.5176848874598071,1.2534089945581477,1.5004332833801999,0,85.74063530272332,86
Kyla Oldacre,Texas Longhorns,SEC,Center,39,17.83076923076923,8.846153846153847,5.897435897435898,0.48717948717948717,0.8974358974358975,0.8974358974358975,0.6443298969072164,0.5918367346938775,0,2.0897786638365314,2.2767908934758503,0,85.71633789836744,86
