"pos","exp","hgt","mpg","ppg","rpg","apg","spg","bpg","two_pct","three_pct","ft_pct","tov","ast_to","efg","ts","usg","ortg","drtg","rim_pct","mid_pct","obpm","dbpm","bpm","ftr","pfr","Rating"
"Wing F","So","6-9",4.4889,1.7778,0.9444,0.1111,0.0556,0.1111,0.5,0.25,0.8,0.1667000016655,0.6664667,46.9,51.7,16.1,100.4,115.845,0.5,0.5,-4.12688,-3.05126,-7.17814,31.3,5.9,45
"Wing G","So","6-5",29.2233,9.2667,4.2333,1.5667,0.5667,0.3667,0.624,0.352,0.776,1.03330005474439,1.51621012,57.5,60.83,14.5,117,114.96,0.6806,0.3077,-0.215498,-1.62237,-1.83787,33.5,3.4,70
"Combo G","So","6-5",28.0852,13.8519,3.1852,2.4074,1.2222,0.4444,0.475,0.346,0.826,2.59260021884932,0.92856584,49.1,53.87,27.6,97.6,112.307,0.5714,0.3871,-0.181803,-1.59449,-1.77629,30.3,2.8,70
"Wing F","So","6-8",16.5531,5.3438,2.2812,0.5938,0.625,0.2812,0.466,0.318,0.364,0.906199984357444,0.65526375,47.3,47.05,19.1,91.9,112.756,0.6061,0.28,-1.26526,-1.95404,-3.21931,6.5,2.1,57
"PF/C","So","6-9",22.7406,8.9375,4.4375,1.1562,0.625,0.7188,0.598,0.364,0.744,0.906199950126868,1.27587736,57.5,59.26,18.6,116.2,112.475,0.6849,0.4359,0.431888,-0.844094,-0.412206,19.5,5.7,69
"Wing G","So","6-5",27.629,13.0645,4.4839,2.0645,0.6774,0.7097,0.472,0.328,0.701,1.64519993534273,1.25486268,47.5,51.87,24.6,105.2,110.055,0.518,0.4128,1.95007,-1.06049,0.889575,41.5,3,74
"Combo G","So","6-3",31.7844,8.2188,2.2812,1.8125,1,0.0625,0.396,0.35,0.784,1.28120004866086,1.4146893,49.5,52.93,14.2,99.7,111.125,0.4333,0.3333,-3.1557,-1.21666,-4.37236,24.2,2.5,64
"C","So","6-9",14.9974,4.6316,3.5263,0.6053,0.2105,0.8684,0.636,0,0.541,0.447399996233355,1.35292804,63,61.47,15.9,126.4,98.8697,0.6813,0.375,1.68596,3.45533,5.14129,68.5,4.9,84
"C","So","6-11",10.2333,4.6667,2.6667,0.3333,0,0.6667,0.667,0,0.667,0.333333340000667,0.99989998,66.7,67.15,16.6,147.5,97.9159,0.75,0.5,4.49621,3.82245,8.31866,33.3,5.2,69
"C","So","6-11",19.0175,5.95,6.55,0.65,0.5,0.85,0.599,0,0.582,0.950000022653847,0.68421051,59.9,60.06,15.7,119.6,94.6868,0.6923,0.4,1.55551,3.24018,4.79568,32,5.9,83
"Stretch 4","So","6-7",8.9,2.5,1.55,0.25,0.2,0.25,0.5,0.385,0.778,0.1000000016,2.49999996,55.3,57.95,12.6,124.1,110.697,0.6667,0.3333,1.53614,0.0335637,1.56971,23.7,4,62
"C","So","6-9",9.9889,3.1481,2.5926,0.4815,0.2222,0.8148,0.607,0,0.389,0.666700008590253,0.72221388,60.7,58.09,17.9,106.4,91.3694,0.7045,0.25,-2.40219,2.15971,-0.242474,32.1,3.5,60
"Wing G","So","6-4",26.1,7.3333,5.6,1.2667,1,0.0333,0.496,0.188,0.638,1.63329991517723,0.77554648,42.5,45.57,18.7,89.8,114.848,0.5094,0.4348,-4.01942,-2.57036,-6.58978,30.1,2.2,59
"PF/C","So","6-7",6.4222,0.7778,0.7778,0.2222,0,0.4444,0.333,0.167,0.667,0.2222,1,27.8,33.57,11.1,76.9,108.446,1,0,-6.9964,-0.17775,-7.17415,33.3,7.6,48
"Wing G","So","6-3",3.42,0.6,0.2667,0.0667,0.0667,0,0.667,0.25,0.4,0.400000023988007,0.16674999,50,48,16,61.6,111.394,0.5,1,-9.43741,-3.32608,-12.7635,71.4,5.5,38
"Wing F","So","6-8",20.8879,5.9394,2.697,0.7273,0.6061,0.3939,0.542,0.31,0.717,0.606100031389198,1.19996694,49.7,53.08,13.3,110.5,111.046,0.6216,0.4091,-0.776144,-0.176616,-0.95276,32.2,3.6,64
"Wing F","Sr","6-5",33.37,17.0333,7.3667,1.2,1.6,0.3,0.471,0.406,0.913,1.89999990183334,0.63157898,53.7,59.21,24.1,118,106.453,0.56,0.3514,4.09747,-0.00230594,4.09517,31.1,3.2,77
"PF/C","So","6-11",23.529,7.0968,5.4194,0.9677,0.3548,0.4194,0.61,0.25,0.717,0.93550002369927,1.03442007,51.4,54.41,16,110.9,103.535,0.6753,0.4286,-0.714486,0.539214,-0.175272,29.9,4.1,74
"Stretch 4","So","6-7",28.38,12.3,6.8,2.2333,0.5667,0.4,0.537,0.371,0.917,1.86670007831063,1.1963893,54.2,61.3,22.4,116.6,107.555,0.6058,0.1852,1.2792,-1.40624,-0.127042,42.5,4.1,71
"Combo G","So","6-2",6.6143,0.8571,1.0714,0.5714,0.2857,0.0714,0,0.111,0,0.428600021908557,1.33317772,12.5,12.5,15.1,29,98.8915,0,0,-13.0404,0.431162,-12.6093,0,3.2,50
"PF/C","So","7-2",19.0971,8.5429,4.3143,0.8,0.6571,1.8857,0.598,0.376,0.724,1.3999999545,0.57142859,57.9,59.91,21.4,106.3,95.3001,0.7593,0.3953,2.67043,4.69044,7.36087,26.1,4.2,84
"Scoring PG","So","5-8",19.508,6.04,2.08,2.68,1.4,0.08,0.364,0.313,0.771,1.59999998089552,1.67500002,39.4,46.66,19.6,90.9,112.49,0.4103,0.3158,-4.26971,-1.10849,-5.3782,44,4.3,61
"Scoring PG","Jr","5-10",35.1207,19.5517,2.3448,3.1034,1.1034,0.0345,0.435,0.258,0.809,1.93099999542046,1.60714656,41.8,47.2,30.6,102.6,106.917,0.4753,0.359,1.28217,-1.35146,-0.0692831,29.8,2.4,74
"Wing G","So","6-6",32.5677,7.3548,4.9677,2.6129,1,0.4839,0.408,0.366,0.952,1.83870004715922,1.42105832,49.1,51.93,13.7,99,108.767,0.5,0.2759,-2.07077,0.141794,-1.92897,12.2,3.6,69
"C","Fr","6-9",6.6368,1.5789,1.8421,0.0526,0.1579,0.0526,0.563,0,0.6,0.263200018854328,0.19984801,52.9,56.6,15.5,115.5,104.374,0.6429,0,-2.818,-0.420235,-3.23823,117.6,8.2,54
"Wing G","So","6-3",19.8212,4.1818,2.9697,1,0.697,0.0606,0.529,0.18,0.538,1.12119996740447,0.89190156,43.3,44.94,16,88.6,105.247,0.5758,0.3684,-3.67414,0.838839,-2.8353,28.9,3.4,65
"Combo G","So","6-3",18.1839,5.8065,1.5161,1.871,0.7097,0.1935,0.477,0.152,0.729,1.67739994939111,1.11541675,42.7,46.86,20.8,87.9,109.153,0.5294,0.383,-4.46351,-0.737953,-5.20147,29.1,3.6,60
"Wing G","So","6-4",25.3903,4.6774,4.7097,1.7097,1.0645,0.6129,0.464,0.211,0.631,1.06449998218673,1.60610618,41.8,46.77,12.6,101.4,106.037,0.5254,0.32,-2.26548,1.11852,-1.14696,53.3,3.8,72
"Scoring PG","So","6-3",17.0552,4.8966,1.3793,2,0.6897,0.069,0.567,0.351,0.688,0.896600007594202,2.2306491,55.2,57.49,15.8,113.8,112.982,0.5849,0.5,-1.09292,-1.06339,-2.15631,33,3.7,64
"PF/C","So","6-10",10.8185,3.5185,2.4074,0.3333,0.0741,0.1481,0.413,0.3,0.778,0.444400017776001,0.74999997,42.8,46.72,19.2,95,110.228,0.4483,0.3529,-4.67167,-2.26342,-6.93509,23.7,5.7,52
"Wing G","So","6-0",19.6333,5.3333,2,0.3333,0,0.3333,0.286,0,0.667,1.66670000400048,0.199976,21.4,25.93,28.5,51.7,116.958,0.25,0.3077,-9.70919,-3.78472,-13.4939,21.4,2.7,52
"Pure PG","Sr","6-3",30.3912,14.2353,4.5882,4.7647,2.8824,0.4412,0.579,0.276,0.661,2.73530010559784,1.74192952,52.1,54.24,27.3,110.5,95.4375,0.6027,0.3478,4.01587,4.3731,8.38897,29.4,3.2,84
"Combo G","So","6-0",22.0848,9.2727,2,1.9394,1.0909,0.1818,0.475,0.254,0.625,1.36360004191907,1.42226455,43.4,45.34,25.4,91.9,109.362,0.534,0.3636,-1.70722,-0.396986,-2.1042,20,2.4,64
"Wing G","So","6-3",19.8276,6.9655,2.3793,0.8621,0.4483,0.2414,0.632,0.465,0.882,0.758599992758058,1.13643555,67.4,70.72,13.9,128,106.799,0.75,0.4286,1.22297,-0.5707,0.652271,31.2,2.5,60
"Scoring PG","Jr","6-2",31.5353,10.8824,4.2647,3.7941,1.7647,0.0882,0.441,0.302,0.782,2.52940008431334,1.49999995,44.5,50.57,23.2,96.4,102.588,0.5088,0.3378,-1.61449,0.518624,-1.09587,40.1,2.6,68
"Wing G","So","6-4",26.0903,7.3871,2.4839,1.5806,0.4839,0.0968,0.504,0.244,0.719,1.83870003372501,0.85962907,46.9,51.11,17.8,92.4,109.408,0.6087,0.2564,-3.37874,-0.664739,-4.04347,36.4,2.5,62
"Combo G","Fr","6-5",26.2545,6.7576,2.6364,2.303,0.7273,0.3333,0.435,0.383,0.611,0.757600018540311,3.03986265,52,53.56,14,112.9,112.8,0.425,0.4839,0.267137,0.125202,0.39234,30.7,2.6,67
"Stretch 4","So","6-9",18.8833,6.8667,2.5667,0.5667,0.1333,0.1667,0.579,0.297,0.774,1.10000006017293,0.51518179,49.7,54.28,19.4,102.2,110.046,0.7045,0.1538,-1.19177,-1.50924,-2.70101,35.8,3.9,60
"Wing G","So","6-2",28.2394,12.9697,5.7879,2.3939,0.9091,0.5455,0.481,0.212,0.707,2.00000006683655,1.19694996,45.5,50.66,25.2,105,116.097,0.5288,0.3167,1.1348,-1.60136,-0.466561,45.9,3.1,71
"Wing F","So","6-8",11.2875,3.25,2.375,0.75,0.25,0.125,0.583,0.5,0.429,0.5,1.5,63.9,60.96,15.2,118.7,101.986,0.7,0,1.94617,1.86993,3.8161,38.9,3.5,65
"C","Fr","6-9",5.3125,0.9375,1.125,0.25,0.0625,0.125,0.5,0,0.25,0.625,0.4,40,36.23,18.4,67,108.645,0.5,0.5,-9.22338,-0.858709,-10.0821,80,7.2,46
"Wing G","Sr","6-4",20.3167,6.0833,2.375,0.7917,0.4583,0.375,0.478,0.319,0.667,0.916700002264829,0.86364132,47.8,49.84,15.1,98,105.787,0.4828,0.4444,-3.81625,-0.187262,-4.00351,21.1,3.1,59
"C","Sr","6-9",8.503,2.6364,2.1515,0.3333,0.303,1.1212,0.453,0.333,0.846,0.3333,1,45.8,49.87,17.2,103.2,97.58,0.5556,0.4,-2.49043,3.01893,0.5285,22,5.7,62
"Stretch 4","Sr","6-8",14.9029,4.0294,2.4118,0.6176,0.3235,0.4118,0.519,0.261,0.649,0.470599989536465,1.31236722,46,49.33,15.4,102.8,110.663,0.5952,0.25,-2.50223,-0.600994,-3.10322,37,4.9,60
"Combo G","Jr","6-4",18.0188,3.6562,1.5938,1.3125,1.3438,0.0938,0.388,0.192,0.741,1.53120004715046,0.85717082,36.5,40.78,16.3,73,100.022,0.4318,0.3415,-6.66224,1.78374,-4.8785,24.3,4.1,56
"Pure PG","Sr","5-10",31.4,13.9032,3.0645,4.4194,1.7742,0,0.376,0.375,0.897,3.03229984608234,1.45744162,45.9,49.41,25.6,95.5,102.819,0.4237,0.3551,-0.183088,-0.321612,-0.5047,16.2,1.4,72
"PF/C","Sr","6-7",33.2719,9.875,7.5938,0.7812,0.7812,1.3125,0.553,0.286,0.714,0.906200005370848,0.86206135,53.3,55.32,15.6,115.4,100.218,0.6471,0.3951,1.90402,1.89685,3.80087,21.6,2.4,84
"PF/C","Sr","6-7",8.6207,2.7586,1.8621,0.2414,0.2759,0.5517,0.585,0,0.556,0.517199984693966,0.46674402,58.5,58.52,15.5,109.2,101.569,0.575,1,-2.14075,1.92055,-0.220193,65.9,5,61
"C","Fr","6-11",22.4467,5.4333,5.4333,0.3333,0.6,2.2,0.54,0.5,0.619,0.933300044791682,0.35711988,54.4,56.17,13.2,110.2,101.723,0.6176,0.375,-3.1852,2.09981,-1.08539,41.2,5.7,69
"PF/C","So","6-9",24.2429,15.2,6.2,2.0286,0.6571,0.3714,0.593,0.357,0.697,1.94289996486383,1.04410934,58.8,62.05,32.6,118.8,107.778,0.6573,0.4286,5.0486,-0.654823,4.39378,60.9,4.3,82
"Wing G","So","6-4",2.6,1.5,0.25,0.25,0,0,0.5,0,1,0.25,1,50,76.92,26.8,160.5,113.591,1,0,7.29653,0.861999,8.15853,200,0,40
"Combo G","So","5-10",3.6,0.4667,0.2667,0.1333,0.2667,0,0.25,0,0,0.399999987997,0.33325001,16.7,16.67,17.1,26.2,112.229,0.5,0,-12.7103,-1.97557,-14.6859,0,1.4,33
"C","Fr","6-11",8.2708,1.375,1.7917,0.0417,0.0833,0.7083,0.55,0,0.733,0.249999985011991,0.16680001,55,60.83,9.5,115.9,113.351,0.6875,0,-7.59524,-0.806276,-8.40152,75,10.2,36
"Wing F","So","6-8",21.0375,4.125,4,0.5,0.625,0.2188,0.485,0.4,0.636,0.687499997421875,0.72727273,56.1,57.17,10.2,113.9,107.636,0.7143,0.0833,-1.98858,-0.0313719,-2.01995,22.4,3.5,60
"Wing G","So","6-2",21.8061,7.0606,2.8485,0.8182,0.4545,0.1818,0.482,0.375,0.872,0.636399990258771,1.28566941,52.3,56.9,14.7,115.5,118.315,0.4889,0.4737,0.123914,-2.54422,-2.42031,27.5,3.2,64
"Stretch 4","Sr","6-9",13.645,5.2,2,1.1,0.25,0.1,0.515,0.432,0.632,0.899999957454548,1.22222228,58.6,59.47,20.4,111.1,116.866,0.5,0.5455,0.239948,-2.03377,-1.79382,27.1,6.4,57
"Wing G","So","6-5",10.8655,2.4138,1.3103,0.4483,0.1034,0.1034,0.571,0.313,0.833,0.482800004820461,0.92854183,50.9,54.51,12.2,104.8,114.213,0.6316,0,-2.16973,-2.41313,-4.58286,22.6,2.4,52
"Wing G","So","6-6",29.5382,9.8824,5.9706,2.6765,0.8529,0.2941,0.497,0.31,0.796,1.64709992165983,1.62497731,48.4,54.21,19.8,108.5,103.162,0.5942,0.4125,-0.490288,0.187222,-0.303065,41.4,3.5,74
"Combo G","So","6-3",33.0407,13.8519,3.2963,2.2593,0.7407,0.1481,0.503,0.344,0.837,1.44439996104282,1.56417894,51,55.51,21,109.9,117.201,0.5467,0.4571,0.386818,-2.59877,-2.21195,29.1,2.4,69
"PF/C","So","6-8",8.4875,2.0625,1.625,0.75,0.3125,0.375,0.6,0.25,0,0.375,2,43.4,43.42,16.3,93.4,100.086,1,0,-1.60903,1.87722,0.268192,0,4.4,69
"Scoring PG","So","6-1",17.9812,4.5625,1.5312,1.7188,0.9062,0.2812,0.388,0.333,0.651,0.500000014545032,3.4375999,42.1,45.5,15.5,105.1,110.713,0.4754,0.2432,-0.476047,1.71623,1.24018,30.7,3.2,72
"Wing G","So","6-6",13.8,4.25,1.5833,0.4167,0,0,0.478,0.27,0.727,0.4167,1,42,43.51,18.2,89.9,119.815,0.5882,0.1667,-2.12949,-4.53435,-6.66384,9.8,1.8,48
"C","Jr","7-0",9.5385,4.3846,1.5385,0.4615,0.3846,0.3846,0.5,0,0.5,0.53850002108493,0.85701018,50,50.66,19.2,87.3,114.134,0.4167,0.625,-5.70668,0.52212,-5.18456,70,7.4,48
"C","Jr","6-10",13.2435,3.087,3.7391,0.2174,0.3043,0.3913,0.587,0,0.567,0.739099983603132,0.29414153,58.7,58.92,14.1,107.1,107.941,0.5946,0.5556,-0.779377,0.484321,-0.295056,65.2,4.9,68
"Wing G","Sr","6-4",27.2731,12.1538,4.4615,2.1538,0.8462,0.6154,0.563,0.444,0.554,2.34619998935506,0.91799506,57.2,57.39,22.3,105,114.352,0.6111,0.3438,0.879955,-2.10911,-1.22916,38.1,3.1,68
"Combo G","Jr","6-0",9.9588,2.0588,1.0588,0.8824,0.4706,0,0.368,0.4,0.7,0.764700018945911,1.15391654,41.7,46.96,13.9,87.7,118.268,0.6,0.1111,-4.57509,-4.01067,-8.58576,41.7,3.3,38
"Scoring PG","Sr","6-3",35.1594,20.0312,5.8125,4.4062,1.9375,0.0312,0.541,0.275,0.713,2.06250003276633,2.13633936,52.1,55.67,30.3,112.4,109.663,0.5933,0.4159,3.95382,0.59006,4.54388,38.7,2.6,78
"C","Sr","6-9",23.8531,9.4375,7.25,0.7812,0.7188,1.1875,0.57,0,0.687,1.562500031252,0.49996799,56.6,59.55,19.1,114.9,109.795,0.6045,0.4474,-0.870657,-1.50702,-2.37768,48,5.9,63
"C","So","6-9",17.4933,10.4667,5.2667,2,0.5333,1.6667,0.646,0,0.705,1.399999979,1.42857145,58.9,61.77,31.1,117.3,93.0167,0.6912,0.4286,4.4693,4.17065,8.63995,48.9,4.3,80
"Combo G","So","6-3",6.2158,2.5263,0.8421,0.8421,0.2632,0.0526,0.464,0.111,0.769,0.473699973287507,1.77770751,39.2,45.17,24.2,95.8,104.558,0.44,0.6667,-3.31723,-0.81056,-4.1278,35.1,3.4,61
"Wing G","So","6-4",9.5263,1.8947,1.7895,0.8947,0.6316,0.0526,0.154,0.2,0.545,0.473699990680071,1.88874819,19.4,27.99,13.7,72.3,106.598,0.2857,0,-7.6984,-1.69116,-9.38956,61.1,6.2,46
"Scoring PG","Fr","6-6",5.82,2.4667,1.2667,0.1333,0.3333,0,0.25,0.2,0.667,0.1999999939985,0.66650002,27.8,33.57,15.9,68.6,100.548,0,0.3333,-10.4145,-0.577986,-10.9924,33.3,5.4,58
"PF/C","So","6-11",9.9037,2.4074,1.4444,0.4444,0.0741,0.3704,0.465,0.357,0.5,0.55559997327019,0.79985605,48.2,48.87,16.3,91.7,109.723,0.4286,0.5,-4.87322,0.829112,-4.04411,35.1,6.7,47
"Wing G","Sr","6-7",27.0962,9.0385,5.6154,2.3462,1,0.1923,0.411,0.329,0.641,2.80769992377374,0.83563061,44.4,49.88,23,86.2,108.648,0.4762,0.1739,-2.8493,-1.03968,-3.88898,65,2.9,61
"Stretch 4","Sr","6-9",25.8771,7.6,3.8286,0.8857,0.4571,0.6571,0.475,0.343,0.706,0.485700017027742,1.82355357,50.4,51.92,13.1,118.3,105.222,0.6111,0.4146,2.88876,2.13009,5.01885,14.2,2.3,83
"Combo G","Sr","6-1",25.5679,16.9643,1.9643,1.6786,0.5357,0.1429,0.527,0.321,0.814,2.17860012210076,0.77049477,50.5,56.05,31.9,105,115.35,0.5548,0.3478,3.47913,-3.90749,-0.428354,39.7,2.2,66
"Wing F","So","6-7",7.2529,0.9412,0.7647,0.2941,0.1176,0.1176,0.364,0,0,0.352900013154855,0.83338053,28.6,28.57,13.8,61.7,104.639,0.5714,0.2667,-9.11789,-1.68304,-10.8009,0,5,40
"Combo G","Sr","6-2",19.7267,8.7667,1.9667,1.6667,0.5667,0.0333,0.35,0.382,0.839,2.2332999725189,0.74629473,44.3,49.7,28.1,90.8,110.161,0.3725,0.3333,-2.3195,-2.54961,-4.86911,29.2,3.4,62
"C","Fr","6-10",11.6542,0.7917,2.875,0.0833,0.125,0.2917,0.286,0,0.529,0.5,0.1666,28.6,38.51,8.4,79.6,112.29,0.2727,0.3333,-7.5259,-0.56643,-8.09233,121.4,7.9,40
"Combo G","So","6-3",17.4031,5.4688,2.6562,1.7188,0.7188,0.1562,0.466,0.302,0.889,1.12500003109001,1.52782218,46.2,52.83,18.8,102.8,110.6,0.4833,0.4286,-1.93745,-0.268689,-2.20614,34.4,4.2,60
"Wing G","So","6-5",23.7923,9.2308,3.2308,1.3077,0.5385,0.3846,0.533,0.298,0.762,1.38460000587214,0.94446049,48.1,51.74,22.5,94.3,115.841,0.5926,0,-1.47386,-2.0227,-3.49656,27.3,2.6,60
"Scoring PG","So","6-3",27.1371,12.7429,2.9714,3.5429,0.8571,0.4286,0.469,0.282,0.774,1.79999990651726,1.96827788,45.2,47.5,28.2,101.5,102.356,0.5876,0.4056,1.5831,1.39117,2.97428,14.1,3.2,83
"Stretch 4","So","6-7",5.7053,1.8947,0.7895,0.2632,0.1053,0.1053,0.471,0.188,0.786,0.157899996281071,1.66687781,37.9,45.4,20,105.3,104.853,0.4444,0.5,-3.31562,-0.140974,-3.45659,42.4,6.6,68
"Stretch 4","So","6-8",23.8938,8.9375,4.8125,0.875,0.8125,0.4375,0.49,0.338,0.778,0.875,1,50,52.69,18.1,111.8,110.487,0.5532,0.4286,0.504967,-1.77664,-1.27167,19.4,2.8,66
"C","So","6-11",23.6143,7.0571,6.0571,1.4,0.6286,0.8571,0.781,0.167,0.435,1.00000001428571,1.39999998,75.9,70.26,14,129.3,98.1268,0.8045,0,2.66154,4.036,6.69754,48.3,4.3,84
"Wing F","So","6-6",9.67,2.1,1.7,0.5,0.2,0.1,0.333,0.2,0.333,0.6999999846,0.71428573,32.5,32.67,23.5,66,118.457,0.3333,0.3333,-9.88508,-4.49241,-14.3775,15,6.4,39
"Wing G","Fr","6-6",23.0276,8.5517,2.7586,1.1724,0.5517,0.2414,0.434,0.344,0.833,0.8276000055851,1.41662638,48.4,50.35,20.2,103.9,118.841,0.5227,0.3333,0.886165,-3.11414,-2.22797,11.2,2.7,55
"Wing F","Fr","6-6",6.0722,2.2222,0.5556,0.2778,0,0.1111,0.286,0.188,0.5,0.333300003333,0.83348334,28.3,30.95,17.7,70,110.085,0.5,0,-9.01627,-3.18507,-12.2013,26.1,5.4,47
"Combo G","So","6-0",28.308,8.04,4.12,3.72,1.4,0.12,0.474,0.25,0.75,2.2799999544,1.63157898,46.2,49.48,20.3,95.2,104.985,0.5581,0.3636,-3.43222,0.721606,-2.71061,23.3,2.7,73
"Wing G","Jr","6-4",28.3941,8.4118,8.1765,2.0882,1.5294,0.6471,0.484,0.293,0.811,1.73529987356294,1.2033655,47,52.02,18.8,105.2,99.8251,0.5647,0.3919,-0.527138,0.851044,0.323907,31.6,3.5,69
"Combo G","So","6-2",27.4667,12.9259,3.5556,2.5185,1.0741,0,0.407,0.423,0.681,2.37039985836143,1.06247897,53.4,55.4,25,99.9,104.526,0.4179,0.3929,0.00427851,0.130864,0.135142,25.8,3.9,74
"Combo G","So","6-0",11.8455,4.1212,0.9697,1.0909,0.4242,0,0.404,0.243,0.717,0.787900011017889,1.38456655,38,43.93,23,91.9,110.141,0.4643,0.35,-2.82265,-1.45465,-4.2773,39.3,2.7,54
"PF/C","So","6-8",21.5167,9.0278,4.3889,0.8056,0.2778,0.75,0.588,0.354,0.759,0.94440003078444,0.85302835,56.5,59.87,20.3,115.4,100.026,0.7079,0.3617,2.15101,1.29536,3.44637,35.8,4.5,74
"PF/C","So","7-2",22.3387,10.7742,6.0323,0.7742,0.3226,0.7742,0.566,0.4,0.629,1.9354999516125,0.40000001,56.7,58.39,27.2,105,108.544,0.6188,0.325,0.950036,-1.63674,-0.686708,45.5,3.8,65
"C","So","6-11",25.68,8.3143,4.6857,1.6857,0.7429,1.6286,0.631,0,0.579,1.20000000854245,1.40474999,62.3,62.04,15.7,114.5,104.268,0.7176,0.2414,-0.306325,1.81734,1.51102,58.6,3,78
"Wing G","So","6-7",30.82,15.24,3.8,0.76,0.28,0.04,0.431,0.356,0.81,1.15999998901053,0.65517242,50.6,56.03,22,117,113.8,0.4651,0.3793,2.67214,-2.94532,-0.273177,39.5,1.9,71
"Scoring PG","So","6-2",30.2036,11.0357,3.3929,4,1.4643,0.2143,0.457,0.375,0.877,2.21429991229767,1.80644003,47.2,52.53,21,103.7,109.48,0.5455,0.3158,-0.507275,-0.687608,-1.19488,28.4,2.4,74
"Combo G","So","5-11",25.2483,9.0345,2.3793,2.4138,1,0,0.571,0.298,0.847,1.24140000194094,1.94441759,51.3,55.94,18.6,112.5,102.967,0.6538,0.4906,0.794174,2.21279,3.00697,29.6,2.7,75
"Combo G","Fr","6-0",22.881,8.381,3.0952,1.7143,0.619,0.0476,0.341,0.412,0.759,1.23810002468761,1.38462157,42.1,44.82,22,93.7,112.713,0.1923,0.38,-2.31901,-1.54781,-3.86682,16.4,2.9,58
"Combo G","So","6-3",13.0314,4.1143,1.2571,0.5429,0.3714,0.0286,0.667,0.392,0.571,0.257099973952349,2.11162993,60.3,60.3,13.1,120.3,101.083,0.7059,0,1.01581,0.28937,1.30518,7.2,2.6,63
"Combo G","So","6-3",20.9618,9.5588,2.1176,1.7353,0.9118,0.0294,0.473,0.314,0.743,1.38240007851631,1.2552806,47.3,53.88,24.6,105.1,100.769,0.6279,0.3086,0.914318,2.19759,3.11191,57.4,3.3,78
"C","So","6-8",6.5107,1.3929,1.2143,0.1786,0.0714,0.3571,0.435,0,0.583,0.392899993532329,0.4545686,43.5,47.04,13.6,90.7,109.707,0.4211,0.5,-7.57219,-0.702,-8.27419,52.2,8.4,46
"Combo G","Sr","6-1",29.397,12.3939,3.6061,2.1515,1.0909,0.1515,0.522,0.336,0.806,2.00000001859168,1.07574999,51.4,56.35,23.3,102.9,105.835,0.5143,0.537,0.246296,-0.691502,-0.445206,36.9,2.1,67
"Wing G","Sr","6-3",29.7676,10.8824,3.7059,2.5,0.7941,0.4412,0.505,0.299,0.825,1.85290003053653,1.34923631,46.5,49.57,21.3,100.9,110.72,0.6216,0.4333,-0.457518,-0.632698,-1.09022,17.2,3.4,70
"Wing F","Sr","6-6",33.103,13.9091,7.0909,1.2424,0.9697,0.6667,0.561,0.333,0.656,1.878799951917,0.66127317,56,57.93,21.7,114,110.003,0.6667,0.4255,2.13363,-0.729911,1.40372,37.3,2.6,78
"Combo G","Sr","6-2",23.0467,7.2667,1.9333,1.3333,0.3667,0.0333,0.471,0.373,0.919,1.26670004061364,1.05257753,54.1,58.29,16.6,106.1,111.564,0.6,0.3684,-1.221,-0.8001,-2.0211,23.1,3,68
"Wing G","Sr","6-3",16.4182,4.8182,2.6061,0.4242,0.6667,0.4242,0.5,0.315,0.826,0.515200022036278,0.82336953,48.5,52.25,13,105.7,104.394,0.5758,0.3333,-2.65445,0.738377,-1.91607,22.5,4.3,54
"C","Sr","6-8",16.6714,5.2857,3.8,0.4571,0.3429,0.3714,0.578,0,0.582,1.25709996087067,0.36361468,57.8,58.52,18.2,101.5,110.815,0.6042,0.45,-3.50851,-0.632245,-4.14076,57.8,6.7,54
"Combo G","Sr","6-1",28.7424,12.6364,3.8788,2.3333,1.5152,0.1515,0.472,0.298,0.707,1.63639990757949,1.42587395,46,48.77,23.3,103.4,107.841,0.5594,0.2308,0.78854,-0.649919,0.138622,22.4,2,71
"Combo G","So","6-4",7.6778,2.963,1.2593,0.7778,0.2593,0.037,0.489,0.304,0.667,0.666699987380016,1.16664169,47.8,49.92,25.3,96,103.951,0.5484,0.3571,-3.22269,-0.483607,-3.7063,22.1,5.7,47
"PF/C","Sr","6-7",12.9889,5.4444,2.5,0.2778,0.2778,0.5,0.551,0,0.571,1.11110000099991,0.2500225,55.1,55.96,19.8,95.1,109.378,0.5952,0.2857,-4.58485,-1.78728,-6.37213,42.9,4.7,48
"Wing F","Sr","6-6",18.25,8.9643,4.3929,0.4286,0.7857,0.6071,0.61,0.6,0.642,1.07140001159392,0.40003733,62.2,63.94,21.7,119.2,105.164,0.6321,0.4167,2.57118,0.0599629,2.63115,100,3.7,68
"PF/C","Sr","6-7",16.3563,6.6875,4.75,0.8438,0.5,0.4375,0.634,1,0.63,0.718800003686853,1.17390094,64.1,64.48,19.3,124.6,109.139,0.6602,0.5,0.558013,-0.372345,0.185669,43.5,6.7,62
"PF/C","So","7-0",17.6182,4.5758,3.7576,0.3636,0.2121,0.5758,0.571,0.5,0.412,0.606100046914411,0.59990096,57.5,56.48,12.9,108.4,114.387,0.6957,0.3333,-1.84321,-0.692135,-2.53534,15.9,4.3,62
"Combo G","So","6-4",28.2471,11.1471,3.9706,1.9118,2.0882,0.3529,0.484,0.331,0.633,1.17649994589196,1.62498945,48.9,51.18,19.3,106.9,95.3174,0.544,0.3651,1.06019,3.99145,5.05164,31.4,3,82
