"Name","School","Rating"
"Selton Miguel","Maryland",83.5
"Isaiah Adams","Toledo",83.5
"Olumide Adelodun","Niagara",83.5
"Zek Montgomery","Bradley",83.5
"Kobe MaGee","Drexel",83.5
"Brayden O'Connor","George Mason",83.5
"Finley Bizjack","Butler",83.5
"Karson Templin","Utah St.",83.5
"Pryce Sandfort","Iowa",83.5
"Gytis Nemeiksa","Hawaii",83.5
"Shadrak Lasu","LIU",83.5
"Phillip Russell","VCU",83.4
"Brandon Angel","Oregon",83.4
"Abdul Momoh","Central Connecticut",83.4
"JJ White","Nebraska Omaha",83.4
"Jayden Epps","Georgetown",83.4
"Rytis Petraitis","California",83.4
"Braeden Shrewsberry","Notre Dame",83.4
"Colby Garland","Longwood",83.4
"Trevor Baskin","Colorado",83.4
"Shelton Williams-Dryden","West Georgia",83.4
"Zed Key","Dayton",83.3
"Jadrian Tracey","Oregon",83.3
"Bo Montgomery","UNC Wilmington",83.3
"Babacar Diallo","UMKC",83.3
"Anquan Hill","Sacred Heart",83.3
"Jackie Johnson III","Fordham",83.3
"Gabe Dorsey","William & Mary",83.3
"JJ Starling","Syracuse",83.3
"Jevin Muniz","Florida Gulf Coast",83.3
"Cooper Noard","Cornell",83.3
"Collin Moore","Grand Canyon",83.2
"Luke Goode","Indiana",83.2
"Elijah Hawkins","Texas Tech",83.2
"Jayden Taylor","N.C. State",83.2
"Chandler Pigge","Harvard",83.2
"Kaleb Glenn","Florida Atlantic",83.2
"Myles Che","UC Irvine",83.2
"Cam Manyawu","Drake",83.2
"Zaon Collins","Fresno St.",83.2
"Juwan Gary","Nebraska",83.1
"Joshua O'Garro","Texas St.",83.1
"Duncan Powell","Georgia Tech",83.1
"Jaden Henley","UNLV",83.1
"Jayden Dawson","Loyola Chicago",83.1
"Niccolo Moretti","Florida Atlantic",83.1
"Josh Harris","North Florida",83.1
"Mark Freeman","James Madison",83
"Ileri Ayo-Faleye","Vermont",83
"Parsa Fallah","Oregon St.",83
"Nick Spinoso","Penn",83
"Kino Lilly Jr.","Brown",83
"Brandon Johnson","Miami FL",83
"Lawson Lovering","Utah",83
"Antwone Woolfolk","Miami OH",83
"Donald Hand Jr.","Boston College",83
"Sencire Harris","West Virginia",83
"Berke Buyuktuncel","Nebraska",83
"Isaac Haney","Austin Peay",82.9
"Justin Bailey","Wofford",82.9
"Eric Dailey Jr.","UCLA",82.9
"Corey McKeithan","La Salle",82.8
"Devontae Blanton","Eastern Kentucky",82.8
"Alex Merkviladze","Loyola Marymount",82.8
"Ryan Cornish","Dartmouth",82.8
"Noah Feddersen","North Dakota St.",82.8
"Quion Williams","Abilene Christian",82.8
"Japhet Medor","Fordham",82.8
"Bangot Dak","Colorado",82.8
"Jake Wahlin","Utah",82.8
"Amael L'Etang","Dayton",82.8
"Garrison Keeslar","Chattanooga",82.8
"Tanner Christensen","Hawaii",82.7
"Jordan Battle","Coastal Carolina",82.7
"Pablo Tamba","UC Davis",82.7
"Dylan Williamson","Towson",82.7
"Perry Smith Jr.","North Carolina Central",82.7
"Dez White","Missouri St.",82.7
"Kaden Gumbs","Texas St.",82.7
"Juslin Bodo Bodo","High Point",82.7
"Langston Love","Baylor",82.6
"Jasper Floyd","North Texas",82.6
"Josiah Lake II","Oregon St.",82.6
"Josh Pascarelli","Marist",82.6
"Liutauras Lelevicius","Oregon St.",82.6
"All Wright","Valparaiso",82.6
"Chansey Willis Jr.","Western Michigan",82.6
"DeMarr Langford Jr.","Albany",82.5
"Jacob Hutson","Northern Iowa",82.5
"Kendal Coleman","Cal Baptist",82.5
"Trenton McLaughlin","Northern Arizona",82.5
"Conor Enright","DePaul",82.5
"Gregg Glenn III","Tulane",82.5
"Caden Powell","Rice",82.5
"TJ Hurley","Vermont",82.5
"DeJour Reaves","Iona",82.5
"Colby Rogers","Memphis",82.4
"Tyem Freeman","Illinois Chicago",82.4
"Shereef Mitchell","Ohio",82.4
"Cameron Shockley-Okeke","Howard",82.4
"Isaiah Johnson","Portland St.",82.4
"Jalin Anderson","Incarnate Word",82.4
"Trazarien White","TCU",82.4
"Parker Fox","Minnesota",82.4
"Milos Ilic","Loyola MD",82.4
"Ben Middlebrooks","N.C. State",82.4
"Camryn Weston","Middle Tennessee",82.4
"Bobby Pettiford","High Point",82.4
"Austin Benigni","Navy",82.4
"Adam Hamilton","Lamar",82.4
"Nick Ellington","Murray St.",82.4
"TJ Johnson","VMI",82.4
"Rickey Bradley","VMI",82.4
"Ryan Beasley","San Francisco",82.4
"Colby Duggan","Campbell",82.4
"Jake O'Neil","Idaho St.",82.4
"Isaac Celiscar","Yale",82.4
"Isaiah Ihnen","Liberty",82.3
"Damari Monsanto","UTSA",82.3
"J'Wan Roberts","Houston",82.3
"VonCameron Davis","Kent St.",82.3
"Chibuzo Agbo","USC",82.3
"Khristian Lander","Western Kentucky",82.3
"Anthony Pritchard","Central Michigan",82.3
"Mike Sharavjamts","Utah",82.3
"Paul McMillan IV","Canisius",82.3
"Thomas Dowd","Troy",82.3
"Drayton Jones","South Carolina St.",82.3
"Blake Harper","Howard",82.3
"Mylik Wilson","Houston",82.2
"Dexter Akanno","Utah St.",82.2
"Tymu Chenery","Binghamton",82.2
"Devin Askew","Long Beach St.",82.2
"A.J. Lopez","Maine",82.2
"Taje' Kelly","Charleston Southern",82.2
"Casey Simmons","Yale",82.2
"Jordan Mason","Illinois Chicago",82.2
"DJ Richards","McNeese St.",82.2
"Todd Brogna","Stonehill",82.2
"Ace Valentine","UMBC",82.2
"Jaylon Johnson","Tennessee Tech",82.2
"Daniel Abreu","Drake",82.2
"John Buggs III","East Tennessee St.",82.1
"Brandon Whitney","Montana",82.1
"Cli'ron Hornbeak","Kent St.",82.1
"Keaton Norris","Wright St.",82.1
"Derrin Boyd","Charleston",82.1
"Jyare Davis","Syracuse",82
"Primo Spears","UTSA",82
"Rahsool Diggins","Massachusetts",82
"Des Watson","Loyola Chicago",82
"Ben Schwieger","Northern Iowa",82
"Jayden Jackson","Northern Arizona",82
"Ethan Roberts","Penn",82
"Micah Handlogten","Florida",82
"Solomon Washington","Texas A&M",82
"Anthony Dell'Orso","Arizona",82
"Joson Sanon","Arizona St.",82
"Zoom Diallo","Washington",82
"Alexis Marmolejos","Lamar",82
"Kvonn Cramer","Bryant",81.9
"Meechie Johnson","Ohio St.",81.9
"Dola Adebayo","Mount St. Mary's",81.9
"Liam Murphy","North Florida",81.9
"Sean Durugordon","Old Dominion",81.9
"Kentrell Pullian","Milwaukee",81.9
"David Terrell Jr.","UTEP",81.9
"Jayden Reid","South Florida",81.9
"Sean Stewart","Ohio St.",81.9
"Dylan Addae-Wusu","Seton Hall",81.8
"Giancarlo Rosado","Charlotte",81.8
"Michael O'Connell","N.C. State",81.8
"Isaiah Rivera","DePaul",81.8
"Kezza Giffa","High Point",81.8
"Jarvis Moss","Radford",81.8
"Jestin Porter","Middle Tennessee",81.8
"Marquel Sutton","Nebraska Omaha",81.8
"Kanye Clary","Mississippi St.",81.8
"Dylan Andrews","UCLA",81.8
"Augustinas Kiudulas","VMI",81.8
"Myles Rigsby","Troy",81.8
"Niels Lane","Delaware",81.7
"Joe Bamisile","VCU",81.7
"Tyler Lundblade","Belmont",81.7
"Jaquan Carlos","Syracuse",81.7
"Quante Berry","Temple",81.7
"Zion Stanford","Temple",81.7
"Kintavious Dozier","Grambling St.",81.7
"Kory Mincy","Presbyterian",81.7
"Dezayne Mingo","Marshall",81.7
"Juwan Maxey","Youngstown St.",81.7
"Austin Rapp","Portland",81.7
"Josh Dilling","Northern Kentucky",81.7
"Erik Timko","Delaware",81.7
"Quinton Morton-Robertson","Purdue Fort Wayne",81.6
"Christian Ings","Norfolk St.",81.6
"Posh Alexander","Dayton",81.6
"Romeo Myrthil","Dartmouth",81.6
"Elijah Stephens","American",81.6
"Will McClendon","San Jose St.",81.6
"Max Mackinnon","Portland",81.6
"Kevin Overton","Texas Tech",81.6
"Mickey Pearson Jr.","Ball St.",81.5
"Lok Wur","Grand Canyon",81.5
"Julian Larry","Texas",81.5
"Nehemiah Benson","Binghamton",81.5
"Chad Venning","Boston College",81.5
"Aubin Gateretse","Utah St.",81.5
"Josh Odunowo","UMBC",81.5
"Kowacie Reeves Jr.","Georgia Tech",81.5
"Chandler Jackson","Florida St.",81.5
"Jalen Cox","Colgate",81.5
"Jaylen Curry","Massachusetts",81.5
"Prophet Johnson","Fairfield",81.5
"Robert Smith","Delaware St.",81.5
"Tim Moore","NJIT",81.5
"Damian Dunn","Pittsburgh",81.4
"Harlond Beverly","Wichita St.",81.4
"Trae Broadnax","Rice",81.4
"Isaiah Richards","Gardner Webb",81.4
"Kerr Kriisa","Kentucky",81.4
"Ryan Agarwal","Stanford",81.4
"Sebastian Mack","UCLA",81.4
"Jasai Miles","North Florida",81.4
"Aden Holloway","Alabama",81.4
"Jonathan Powell","West Virginia",81.4
"Anderson Kopp","UMKC",81.3
"Malcolm Wilson","Queens",81.3
"Nate Heise","Iowa St.",81.3
"Nana Antwi-Boasiako","Stephen F. Austin",81.3
"Noa Gonsalves","Utah Tech",81.3
"Keeyan Itejere","Northern Kentucky",81.3
"Aaron Cooley","Brown",81.3
"Delrecco Gillespie","Kent St.",81.3
"Quentin Jones","Northern Illinois",81.3
"Corey Camper Jr.","UTEP",81.3
"Jonah Pierce","Presbyterian",81.3
"Trey Autry","George Washington",81.3
"Brock Felder","Southern Utah",81.3
"Devon Barnes","UTEP",81.3
"Jerald Colonel","Northwestern St.",81.3
"Qiant Myers","Portland St.",81.3
"Jarrett Hensley","Southern Illinois",81.2
"Justice Ajogbor","Saint Joseph's",81.2
"Kooper Jacobi","Eastern Illinois",81.2
"Terrence Brown","Fairleigh Dickinson",81.2
"Joel Armotrading","UC Riverside",81.2
"Lazar Djokovic","Charleston",81.2
"Kai Johnson","Montana",81.2
"Zawdie Jackson","New Mexico St.",81.2
"Paul Zilinskas","IU Indy",81.2
"Addison Patterson","Northwestern St.",81.1
"Justin Hill","Wichita St.",81.1
"Elijah Hutchins-Everett","James Madison",81.1
"Ezra Ausar","Utah",81.1
"Trent Pierce","Missouri",81.1
"Beon Riley","Utah Tech",81
"Jabe Mullins","Montana St.",81
"Alyn Breed","McNeese St.",81
"Dante Maddox Jr.","Xavier",81
"Zeb Jackson","VCU",81
"Johnny O'Neil","Santa Clara",81
"Blake Peters","Princeton",81
"Achor Achor","Kansas St.",81
"Connor Turnbull","Evansville",81
"AJ Brown","Ohio",81
"Rylan Griffen","Kansas",81
"Xavier Brown","James Madison",81
"Deywilk Tavarez","Charleston",81
"DQ Cole","Oakland",81
"Greg Gantt Jr.","UNC Asheville",80.9
"Kevin Kalu","UTEP",80.9
"Enoch Boakye","Villanova",80.9
"Maleek Arington","Seattle",80.9
"Jayden Brewer","FIU",80.9
"Asher Woods","Tulane",80.9
"Billy Smith","Bellarmine",80.9
"Eren Banks","Georgia Southern",80.9
"Brendan Terry","Southeast Missouri St.",80.9
"Amiri Stewart","Sacred Heart",80.9
"Jared Coleman-Jones","San Diego St.",80.8
"Freddy Hicks","Tarleton St.",80.8
"Jalen Celestine","Baylor",80.8
"AJ Ferguson","Murray St.",80.8
"Da'Sean Nelson","Eastern Michigan",80.8
"Ahmad Henderson II","Illinois Chicago",80.8
"Sean Craig","IU Indy",80.8
"Tyler Johnson","Mercer",80.8
"Mister Dean","USC Upstate",80.8
"Daquan Davis","Florida St.",80.8
"Kam Woods","Robert Morris",80.7
"Jalen Rucker","Army",80.7
"AJ Allenspach","Army",80.7
"CJ Noland","New Mexico",80.7
"Jackson Price","Marist",80.7
"Vincent Brady II","Missouri St.",80.7
"Adante’ Holiman","Georgia Southern",80.7
"Brandon Walker","Montana St.",80.7
"Kalib Mathews","Queens",80.7
"Stephon Payne III","Jacksonville",80.7
"Jalen Washington","North Carolina",80.7
"Elijah Saunders","Virginia",80.7
"Jaylen Smith","North Florida",80.7
"Michael Ajayi","Gonzaga",80.7
"Brandon Maclin","Radford",80.7
"Caleb Stone-Carrawell","Loyola Marymount",80.6
"Dallion Johnson","Florida Gulf Coast",80.6
"Kobe Williamson","Seattle",80.6
"Jacob Holt","Sacramento St.",80.6
"EJ Farmer","Youngstown St.",80.6
"TJ Long","Vermont",80.6
"Jack Collins","Monmouth",80.6
"Jack Doumbia","Wright St.",80.6
"Cameron Haffner","Evansville",80.6
"Justin Moore","Loyola Chicago",80.6
"Amaree Abram","Louisiana Tech",80.6
"Kavion McClain","Texas Southern",80.6
"David Fuchs","Rhode Island",80.6
"Layne Taylor","Central Arkansas",80.6
"Sebastian Akins","Denver",80.6
"Connor Amundsen","Dartmouth",80.6
"Lance Terry","Georgia Tech",80.5
"Tony Toney","UAB",80.5
"Tanner Thomas","Sacred Heart",80.5
"Kyrell Luc","Longwood",80.5
"Filip Skobalj","Illinois Chicago",80.5
"Kobe Johnson","Saint Louis",80.5
"Marcus Banks","UMBC",80.5
"Cavan Reilly","Delaware",80.5
"David Dixon","Duquesne",80.5
"Jaden Clayton","Maine",80.5
"Stephen Olowoniyi","Southern Indiana",80.5
"Money Williams","Montana",80.5
"Jaylen Crocker-Johnson","Colorado St.",80.5
"Carlous Williams","Tennessee St.",80.5
"Rodney Johnson Jr.","Tennessee Tech",80.5
"Darryl Simmons II","Gardner Webb",80.5
"Thomas Batties II","Harvard",80.5
"Izaiah Pasha","Delaware",80.5
"Bryce Thompson","Oklahoma St.",80.4
"Jalen Myers","Norfolk St.",80.4
"Alex Crawford","Fresno St.",80.4
"Kalen Garry","South Dakota St.",80.4
"Donovan Atwell","UNC Greensboro",80.4
"Reggie Bass","Lindenwood",80.4
"Davion Bailey","Incarnate Word",80.4
"Elijah Elliott","Southern Illinois",80.4
"Jeremiah Johnson","Green Bay",80.4
"Jemel Jones","Cal St. Bakersfield",80.4
"Ty Johnson","UC Davis",80.3
"Dontrez Styles","N.C. State",80.3
"Sam Hoiberg","Nebraska",80.3
"James Okonkwo","Akron",80.3
"Caleb Kenney","Holy Cross",80.3
"Andrew Morgan","Nebraska",80.3
"Matthew Mors","South Dakota St.",80.3
"Ja'Sean Jackson","Lamar",80.3
"Darren Buchanan Jr.","George Washington",80.3
"Tajavis Miller","North Dakota St.",80.3
"AJ McKee","Milwaukee",80.3
"Tayshawn Comer","Evansville",80.3
"Brody Robinson","UT Arlington",80.3
"Terri Miller Jr.","Portland St.",80.3
"Mier Panoam","North Dakota",80.3
"Max Green","Holy Cross",80.3
"Matas Vokietaitis","Florida Atlantic",80.3
"PJ Fuller II","Cal St. Northridge",80.2
"Carlton Linguard, Jr.","San Francisco",80.2
"Dwayne Koroma","Le Moyne",80.2
"Szymon Zapala","Michigan St.",80.2
"Sadaidriene Hall","San Jose St.",80.2
"Peter Filipovity","New Mexico St.",80.2
"Cameron Huefner","Sam Houston St.",80.2
"Mekhi Mason","Washington",80.2
"Brendan Coyle","Siena",80.2
"Guillermo Diaz Graham","Pittsburgh",80.2
"Simeon Wilcher","St. John's",80.2
"Gabriel Pozzato","Evansville",80.2
"David Skogman","DePaul",80.1
"Jeremiah Williams","Rutgers",80.1
"RJ Johnson","Charleston Southern",80.1
"Quion Burns","Maine",80.1
"Jonnivius Smith","UTSA",80.1
"Tony Osburn","Nebraska Omaha",80.1
"Mackenzie Mgbako","Indiana",80.1
"Julius Mims","Idaho",80.1
"Freddie Dilione V","Penn St.",80.1
"Sebastian Hartmann","Eastern Washington",80.1
"Kristian Gonzalez","Idaho",80.1
"Jackson McAndrew","Creighton",80.1
"Mekhi Conner","Sacred Heart",80.1
"Michael Osei-Bonsu","Missouri St.",80.1
"Marcus Dockery","Howard",80
"Marques Warrick","Missouri",80
"Davion Everett","South Carolina St.",80
"Sincere Parker","McNeese St.",80
"Lamar Washington","Pacific",80
"Zion Cruz","Rider",80
"Kam Craft","Miami OH",80
"AJ Lesburt Jr.","Brown",80
"TK Simpkins","Elon",80
"Isaiah Watts","Washington St.",80
"Sam Brown","Penn",80
"Deyton Albury","Utah St.",80
"Owen Larson","South Dakota St.",80
"Jordan Pyke","Incarnate Word",80
"Sean Trumper","Merrimack",80
"Marcus Foster","Xavier",79.9
"Keaston Willis","Tulsa",79.9
"Luke O'Brien","Georgia Tech",79.9
"Trey Galloway","Indiana",79.9
"Jakari Spence","Jacksonville",79.9
"K.D. Johnson","George Mason",79.9
"Jalen Sullinger","Kent St.",79.9
"Chase Lowe","William & Mary",79.9
"Steven Jamerson II","San Diego",79.9
"Nic McClain","Eastern Washington",79.9
"Isaac Bruns","South Dakota",79.9
"Kaden Cooper","Louisiana Tech",79.9
"Justin McBride","Nevada",79.9
"Chad Moodie","Alabama A&M",79.9
"Michael Houge","Jacksonville St.",79.9
"Robert Hinton","Harvard",79.9
"Riley Parker","Saint Francis",79.9
"Will Soucie","North Alabama",79.8
"Femi Odukale","Minnesota",79.8
"Brandon Murray","McNeese St.",79.8
"Orlando Lovejoy","Detroit Mercy",79.8
"Zachary Davis","South Carolina",79.8
"Ben VanderWal","Furman",79.8
"Christian Jones","George Washington",79.8
"Magoon Gwath","San Diego St.",79.8
"Adam Moussa","Cal Baptist",79.8
"Tyson Dunn","Buffalo",79.8
"Nordin Kapic","UC San Diego",79.8
"Mitch Mascari","Drake",79.8
"Adam Njie Jr.","Iona",79.8
"Mikal Dawson","Marshall",79.7
"Braelon Bush","Prairie View A&M",79.7
"LA Pratt","Northeastern",79.7
"CJ Gunn","DePaul",79.7
"Wesley Robinson","Manhattan",79.7
"Jarin Stevenson","Alabama",79.7
"Jakobi Heady","Central Michigan",79.7
"Rashaan Mbemba","Colorado St.",79.7
"Mason Gillis","Duke",79.6
"Anwar Gill","Howard",79.6
"Jacobi Wright","South Carolina",79.6
"Harold Woods","Northeastern",79.6
"Tavion Banks","Drake",79.6
"Elijah Malone","Colorado",79.6
"Marcus Johnson","Bowling Green",79.6
"Neftali Alvarez","Southern Miss",79.5
"Savion Lewis","Quinnipiac",79.5
"Brycen Goodine","Oklahoma",79.5
"Nendah Tarke","Towson",79.5
"Cole Anderson","UC Santa Barbara",79.5
"Erik Pratt","Milwaukee",79.5
"Arturo Dean","Oklahoma St.",79.5
"Robert Lewis","Arkansas Pine Bluff",79.5
"Carter Bjerke","St. Thomas",79.5
"Leland Walker","Florida Atlantic",79.5
"Jaylin Henderson","Portland St.",79.5
"Kwame Evans Jr.","Oregon",79.5
"D.J. Wagner","Arkansas",79.5
"Jamal Fuller","LIU",79.5
"CJ Brown","South Florida",79.5
"Justice Shoats","Siena",79.5
"Jamichael Stillwell","Milwaukee",79.5
"Austin Hunt","Harvard",79.5
"Jarred Hyder","Cal Poly",79.4
"Kylen Milton","Murray St.",79.4
"Ethan Morton","Colorado St.",79.4
"Scotty Washington","Cal St. Northridge",79.4
"Frankie Fidler","Michigan St.",79.4
"Brian Taylor","SIU Edwardsville",79.4
"Kymany Houinsou","Loyola Chicago",79.4
"Justin Mullins","Northwestern",79.4
"Jaylen Peterson","Presbyterian",79.4
"Jalen Bolden","Louisiana Monroe",79.4
"Corey Washington","Wichita St.",79.4
"Latrell Davis","San Jose St.",79.4
"Layden Blocker","DePaul",79.4
"Karon Boyd","East Tennessee St.",79.4
"Kameron Hobbs","Morgan St.",79.4
"Quel'Ron House","Jacksonville St.",79.4
"Somto Cyril","Georgia",79.4
"Jeff Planutis","Mercyhurst",79.4
"Carter Gilmore","Wisconsin",79.3
"Rob Brown III","Nicholls St.",79.3
"Kolby Granger","Texas Southern",79.3
"Dylan Hayman","Incarnate Word",79.3
"Efrem Johnson","UAB",79.3
"Daniel Hankins-Sanford","Massachusetts",79.3
"Bernard Pelote","Western Carolina",79.3
"Jeremy Lorenz","Wofford",79.3
"Drew Fielder","Georgetown",79.3
"Donovan Draper","Navy",79.3
"Amani Hansberry","West Virginia",79.3
"Torey Alston","Middle Tennessee",79.3
"Gavin Doty","Siena",79.3
"Leonardo Bettiol","Abilene Christian",79.2
"Chris Ashby","Queens",79.2
"LJ Thomas","Austin Peay",79.2
"Christian Fermin","VCU",79.2
"Dantwan Grimes","Tarleton St.",79.2
"Nakyel Shelton","Eastern Illinois",79.2
"Amar Kuljuhovic","North Dakota",79.2
"Nick Dorn","Elon",79.2
"Bradley Douglas","Georgia Southern",79.2
"Elijah Price","Fresno St.",79.2
"Karter Knox","Arkansas",79.2
"Isaac Asuma","Minnesota",79.2
"Christian Henry","Eastern Michigan",79.2
"Romelle Mansel","Jackson St.",79.1
"Paris Dawson","Seattle",79.1
"Johnathan Massie","North Texas",79.1
"Aboubacar Traore","Louisville",79.1
"Ante Beljan","Little Rock",79.1
"Federiko Federiko","Texas Tech",79.1
"Jamar Franklin","Jacksonville St.",79.1
"Kaseem Watson","Delaware St.",79.1
"Sean Moore","UNC Wilmington",79.1
"Dillon Bailey","Wofford",79.1
"Brigham Rogers","Belmont",79.1
"DeAndre Craig","Denver",79.1
"Caleb Zurliene","Campbell",79.1
"Alejandro Vasquez","UAB",79
"Collin Holloway","Samford",79
"Noah Farrakhan","Hampton",79
"Vukasin Masic","Portland",79
"Chaunce Jenkins","Seton Hall",79
"Te'Jon Sawyer","Montana",79
"Josh Banks","UNC Asheville",79
"Jayden Nunn","Baylor",79
"Derek Simpson","Saint Joseph's",79
"Faizon Fields","Milwaukee",79
"Elijah Fisher","Pacific",79
"Kebba Njie","Notre Dame",79
"Jamarques Lawrence","Rhode Island",79
"Jaden Daughtry","Indiana St.",79
"Garwey Dual","Seton Hall",79
"Po'Boigh King","North Carolina Central",79
"Elijah Lewis","Marist",79
"JoJo Moore","Oral Roberts",79
"Mylyjael Poteat","Virginia Tech",78.9
"Owen Dease","Texas A&M Corpus Chris",78.9
"Evan Nelson","Harvard",78.9
"Treysen Eaglestaff","North Dakota",78.9
"RJ Godfrey","Georgia",78.9
"Keon Thompson","Stephen F. Austin",78.9
"Jerone Morton","Morehead St.",78.9
"Brit Harris","USC Upstate",78.9
"Dovydas Butka","Pepperdine",78.9
"Zach Laput","Davidson",78.9
"Michael Christmas","Longwood",78.8
"Nick Fiorillo","Vermont",78.8
"Tariq Ingraham","Rider",78.8
"Xavier Bell","Wichita St.",78.8
"Cam Hayes","East Carolina",78.8
"Andre Curbelo","Southern Miss",78.8
"O'Mar Stanley","Boise St.",78.8
"Jayland Randall","Southern Indiana",78.8
"Tyler Perkins","Villanova",78.8
"Caleb Foster","Duke",78.8
"Nicholas Shogbonyo","Denver",78.8
"Taj DeGourville","San Diego St.",78.8
"CJ Luster","Stony Brook",78.8
"Troy D'Amico","DePaul",78.7
"Connor Hickman","Cincinnati",78.7
"Josiah Harris","Radford",78.7
"Kolton Mitchell","Idaho",78.7
"Jake DiMichele","Duquesne",78.7
"Derrion Reid","Alabama",78.7
"Tate McCubbin","Austin Peay",78.7
"Hermann Koffi","Stonehill",78.7
"Andre Henry","UC Irvine",78.6
"Tahj Staveskie","Cleveland St.",78.6
"Matt Knowling","USC",78.6
"Julian Mackey","Houston Christian",78.6
"RJ Melendez","Mississippi St.",78.6
"Michael Duax","Florida Gulf Coast",78.6
"Ethan Meuser","Stonehill",78.6
"Josiah Harris","Akron",78.6
"Dominique Ford","Southern Utah",78.6
"Filip Borovicanin","New Mexico",78.6
"Isaiah Moses","UC Riverside",78.6
"Mason Williams","Eastern Washington",78.6
"Emmett Marquardt","Eastern Washington",78.6
"Isaac Williams","Texas A&M Corpus Chris",78.6
"Anthony Selden","Gardner Webb",78.5
"Joe Ostrowsky","Central Connecticut",78.5
"Tyler Whitney-Sidney","Lehigh",78.5
"TJ Wainwright","Long Beach St.",78.5
"Jaden Daughtry","Marist",78.5
"Mahmoud Fofana","Cal St. Northridge",78.5
"Jayden Ndjigue","Massachusetts",78.5
"Amahrie Simpkins","Morgan St.",78.5
"Bubu Benjamin","Tarleton St.",78.5
"Tana Kopa","Canisius",78.5
"Mekhi Lowery","Towson",78.5
"Carmelo Pacheco","Mount St. Mary's",78.5
"Matt Becht","Merrimack",78.5
"Bismark Nsiah","Fairleigh Dickinson",78.5
"Vyctorius Miller","LSU",78.5
"Luke Bamgboye","VCU",78.5
"Toneari Lane","Georgia St.",78.4
"Shannon Grant","Jackson St.",78.4
"Jared Billups","George Mason",78.4
"Glenn Taylor Jr.","Oklahoma",78.4
"Blair Thompson","Columbia",78.4
"Christian Cook","New Mexico St.",78.4
"Corey Hadnot II","Purdue Fort Wayne",78.4
"Malachi Brown","Georgia St.",78.4
"Trent Johnson","Houston Christian",78.4
"CJ Hines","Alabama St.",78.4
"Joe Sayler","South Dakota St.",78.4
"Javon Jackson","Illinois Chicago",78.4
"Tai'Reon Joseph","UTSA",78.3
"Justin Neely","Albany",78.3
"Amar’e Marshall","Albany",78.3
"Patrick McMahon","Montana St.",78.3
"Cam Morris III","UMass Lowell",78.3
"Ugonna Onyenso","Kansas St.",78.3
"Cliff Davis","UT Rio Grande Valley",78.3
"Julius Thedford","Western Kentucky",78.3
"Jeremy Elyzee","Southeastern Louisiana",78.3
"Jadis Jones","Lindenwood",78.3
"Kanon Catchings","BYU",78.3
"Morgan Safford","Kent St.",78.2
"Kentrell Garnett","Louisiana",78.2
"Terence Harcum","Murray St.",78.2
"Dusan Neskovic","Richmond",78.2
"Quandre Bullock","South Dakota",78.2
"Jason Drake","Drexel",78.2
"Mike Walz","Richmond",78.2
"Rahmir Barno","Florida Gulf Coast",78.2
"Khaden Bennett","Quinnipiac",78.2
"Jaden Winston","Manhattan",78.2
"Mac Riniker","Cal Poly",78.2
"Kjay Bradley Jr.","San Diego",78.2
"Jackson Sivills","Wofford",78.1
"Jaylin Sellers","UCF",78.1
"Dominique Daniels Jr.","Cal Baptist",78.1
"Chandler Cuthrell","Purdue Fort Wayne",78.1
"Tyson Brown","Georgia Southern",78.1
"Jayvon Maughmer","Liberty",78.1
"Nick Anderson","Prairie View A&M",78.1
"Ian Jackson","North Carolina",78.1
"Peter Bandelj","Cal Poly",78.1
"Gerald Drumgoole Jr.","George Washington",78
"DeAntoni Gordon","Southern Miss",78
"Terell Strickland","LIU",78
"Jamaine Mann","Gardner Webb",78
"Malik Henry","UNC Greensboro",78
"A.J. Staton-McCray","Miami FL",78
"Rongie Gordon","Kennesaw St.",78
"Brian Myles","Nicholls St.",78
"Carson Cooper","Michigan St.",78
"Mike Loughnane","Davidson",78
"Ocypher Owens","Le Moyne",78
"Jaiden Feroah","Holy Cross",78
"Jesus Carralero Martin","Bethune Cookman",77.9
"Nick Johnson","Winthrop",77.9
"DJ Davis","Washington",77.9
"Nick McMullen","Georgia St.",77.9
"Yuri Covington","UMass Lowell",77.9
"Jalen Speer","Marshall",77.9
"Dawson Baker","BYU",77.9
"Francis Nwaokorie","Loyola Chicago",77.9
"Daylen Berry","Charleston Southern",77.9
"Ben Burnham","Virginia Tech",77.9
"D.J. Smith","Robert Morris",77.9
"Corey Floyd, Jr.","Providence",77.9
"Rafael Pinzon","Bryant",77.9
"Kolby King","Butler",77.9
"Valentino Pinedo","Saint Francis",77.9
"Kareem Rozier","Duquesne",77.9
"Jackson Fields","Troy",77.9
"Jack Karasinski","Bellarmine",77.9
"Nate Pickens","UC Riverside",77.9
"Amarr Knox","Alabama St.",77.9
"Chendall Weaver","Texas",77.9
"Evan Otten","Idaho St.",77.9
"Michael Imariagbe","Wright St.",77.9
"Braedan Lue","Kennesaw St.",77.9
"Brayden Maldonado","Seattle",77.9
"Jaden Wells","UT Arlington",77.9
"Alex Chaikin","Lafayette",77.9
"Aidan Reichert","Mercyhurst",77.9
"Jae'Lyn Withers","North Carolina",77.8
"Rondel Walker","North Texas",77.8
"Byron Joshua","Albany",77.8
"Dallas Howell","North Alabama",77.8
"Samuel Ariyibi","Utah Tech",77.8
"Madison Durr","Monmouth",77.8
"David Coit","Kansas",77.8
"JaVaughn Hannah","Western Michigan",77.8
