"Name","School","Rating"
"Davon Barnes","Mississippi",72.4
"Justin Bufford","Middle Tennessee",72.4
"Rex Sunderland","New Hampshire",72.4
"Lee Dort","California",72.4
"Reece Potter","Miami OH",72.4
"Jahari Williamson","Niagara",72.4
"Ace Talbert","Saint Francis",72.4
"Stephon Roberts","Saint Peter's",72.4
"Bruno Alocen","Indiana St.",72.4
"Kyric Davis","West Georgia",72.4
"Ethan Brittain-Watts","Ball St.",72.3
"Supreme Cook","Oregon",72.3
"Christian Wright","Louisiana",72.3
"JP Pegues","Auburn",72.3
"Ernest Ross","Grambling St.",72.3
"Demetrius Davis","UNC Greensboro",72.3
"Christian Watson","Southern Miss",72.3
"Danilo Jovanovich","Milwaukee",72.3
"Kamari Lands","Middle Tennessee",72.3
"Sean Cusano","Chattanooga",72.3
"Joshua Ingram","Lehigh",72.3
"DeShawn Harris-Smith","Maryland",72.3
"Justin Page","Niagara",72.3
"Emmanuel Innocenti","Gonzaga",72.3
"Cooper Campbell","Troy",72.3
"Justin Menard","Iona",72.3
"Caleb Dorsey","William & Mary",72.2
"Brady Cummins","Colgate",72.2
"Kanaan Carlyle","Indiana",72.2
"Jordan Clayton","Northwestern",72.2
"Stoney Hadnot","South Dakota St.",72.2
"Gianni Hunt","Bethune Cookman",72.1
"Jordan Roberts","Texas A&M Corpus Chris",72.1
"Cameron Crawford","Duquesne",72.1
"Devin Hines","Lafayette",72.1
"Max Burton","Western Michigan",72.1
"Reis Jones","Charleston Southern",72.1
"Ajay Sheldon","Ohio",72.1
"De'Ante Green","South Florida",72.1
"Marcus Rigsby Jr.","Troy",72.1
"Dante Sawyer","Arkansas Pine Bluff",72.1
"Kaleb Stewart","South Dakota",72
"Jordan Wildy","Lindenwood",72
"Jorge Diaz Graham","Pittsburgh",72
"Caleb McCarty","South Carolina St.",72
"Arrinten Page","Cincinnati",72
"Kylin Green","Utah Valley",72
"Jaden Johnson","Old Dominion",72
"Christopher Flippin","Maryland Eastern Shore",72
"Jeremiah Hernandez","Ball St.",71.9
"Devan Cambridge","Texas Tech",71.9
"Kyndall Davis","Louisiana",71.9
"Alden Applewhite","Murray St.",71.9
"Matija Belic","Wyoming",71.9
"Elijah Gray","Temple",71.9
"Jayden Ross","Connecticut",71.9
"Trey Green","Xavier",71.9
"Breylin Garcia","USC Upstate",71.9
"Bryson Tucker","Indiana",71.9
"Dylan Fasoyiro","South Alabama",71.9
"Josh Meo","Coastal Carolina",71.9
"Drue Drinnon","Texas St.",71.8
"Dyondre Dominguez","Arkansas St.",71.8
"Louie Jordan","UMBC",71.8
"Terry Anderson","High Point",71.8
"Kyran Ratliff","Louisiana",71.8
"Kevin Patton Jr.","USC",71.8
"Marcel Bryant","Prairie View A&M",71.8
"Miles Heide","San Diego St.",71.8
"Ethan Okwuosa","Boston University",71.8
"Anquan Boldin Jr.","Buffalo",71.8
"Naheem McLeod","Syracuse",71.7
"Dylan Branson","Bellarmine",71.7
"Jalen Blackmon","Miami FL",71.7
"Bijan Cortes","Wichita St.",71.7
"Joshua Beadle","Boston College",71.7
"K.T. Raimey","UT Rio Grande Valley",71.7
"Youri Fritz","Northeastern",71.7
"Jared Frey","Stony Brook",71.7
"Darin Smith, Jr.","Central Connecticut",71.7
"Fred Payne","Boston College",71.7
"Jordan Pennick","Navy",71.7
"Evan Phelps","Texas A&M Commerce",71.7
"Micah Octave","Alabama St.",71.7
"Luke Skaljac","Miami OH",71.7
"JaJuan Nicholls","Tennessee Tech",71.7
"Messiah Jones","Towson",71.6
"Dieonte Miles","Morehead St.",71.6
"Desmond Polk","SIU Edwardsville",71.6
"Kehlin Farooq","Texas Southern",71.6
"Jason Roche","Richmond",71.6
"Charlie Williams","Lipscomb",71.6
"Sami Pissis","New Hampshire",71.6
"Almar Atlason","Bradley",71.6
"Brandon McCreesh","Bucknell",71.6
"Dasear Haskins","Saint Joseph's",71.6
"Omar Cooper","McNeese St.",71.6
"Aaron Bradshaw","Ohio St.",71.6
"Amier Ali","Arizona St.",71.6
"Isaiah Sy","Oregon St.",71.6
"Kyle Jorgensen","Colorado St.",71.6
"Wayne Bristol, Jr.","Hampton",71.5
"Ben Knostman","Lehigh",71.5
"Wilhelm Breidenbach","Washington",71.5
"Stephaun Walker","Old Dominion",71.5
"Bryce Baker","Winthrop",71.5
"Jake Ensminger","Santa Clara",71.5
"Harry Rouhliadeff","Hawaii",71.5
"Sheridan Sharp","Southern Illinois",71.5
"Jaylen Searles","Nicholls St.",71.5
"Scotty Middleton","Seton Hall",71.5
"Keenan Fitzmorris","Northwestern",71.4
"Eugene Brown III","Georgia Southern",71.4
"Ryan Myers","Western Illinois",71.4
"Mac Etienne","La Salle",71.4
"Seth Wilson","Akron",71.4
"Terrance Jones","Norfolk St.",71.4
"Jasman Sangha","Canisius",71.4
"Justus Jackson","Tennessee St.",71.4
"Jack Campion","Southern Indiana",71.4
"Davin Cosby Jr.","Wake Forest",71.4
"Brennen Burns","Sam Houston St.",71.4
"Juke Harris","Wake Forest",71.4
"Iverson King","Presbyterian",71.4
"Lucas Taylor","Syracuse",71.3
"Dionte Johnson","North Carolina Central",71.3
"Dylan James","Georgia",71.3
"N'famara Dabo","Brown",71.3
"Dominic Pangonis","Stephen F. Austin",71.3
"Dylan Dawson","Texas St.",71.2
"Brandyn Talbot","UT Arlington",71.2
"Julius Rollins","Western Illinois",71.2
"Ibu Yamazaki","Radford",71.2
"Bryan Ndjonga","Central Michigan",71.2
"Chris Johnson","Stephen F. Austin",71.2
"Sam Wright","Colgate",71.2
"Keynan Davis","The Citadel",71.2
"Frankquon Sherman","Kennesaw St.",71.2
"Max Murrell","UC Santa Barbara",71.1
"PJ Carter","Memphis",71.1
"Isaac Johnson","Utah St.",71.1
"Luke Northweather","Oklahoma",71.1
"Geoff Sprouse","American",71.1
"Marcus Tankersley","Alcorn St.",71.1
"Tyren Moore","UAB",71.1
"Julius Ellerbe III","Coppin St.",71.1
"Jacob Dar","Rice",71.1
"Kam Martin","Long Beach St.",71.1
"Clark Slajchert","USC",71
"Ose Okojie","Howard",71
"Youssef Khayat","Bowling Green",71
"Marshal Destremau","UT Rio Grande Valley",71
"Michael Belle","VCU",71
"Collin O'Connor","Stony Brook",71
"TJ Thomas","Texas A&M Commerce",71
"Corey Thomas","Bradley",71
"Kade Ruegsegger","Morehead St.",71
"Will Hornseth","Northern Iowa",71
"Brendan Wenzel","TCU",70.9
"Max Burchill","South Dakota",70.9
"Aidan Noyes","Belmont",70.9
"Xavier Amos","Wisconsin",70.9
"Vincent Iwuchukwu","St. John's",70.9
"Demarion Burch","Bradley",70.9
"Bobby Rosenberger","Saint Francis",70.9
"Rihards Vavers","Washington St.",70.9
"Ahmad Nowell","Connecticut",70.9
"Nikita Konstantynovskyi","Notre Dame",70.8
"Josiah Hammons","Sam Houston St.",70.8
"Solomon Callaghan","Wright St.",70.8
"Kobe Newton","Wyoming",70.8
"Tsvet Sotirov","Northern Illinois",70.8
"Randall Pettus II","Northern Kentucky",70.8
"Isaia Howard","Drake",70.8
"Jordy Barnes","Utah St.",70.8
"Sebastian Rancik","Colorado",70.8
"Pearson Carmichael","Boise St.",70.8
"Fraser Roxburgh","Manhattan",70.8
"Emmanuel Tshimanga","New Mexico St.",70.7
"Quincy Ademokoya","South Florida",70.7
"Zion Bethea","Pepperdine",70.7
"Julian Roper II","Notre Dame",70.7
"Vasilije Vucinic","Weber St.",70.7
"Dionjahe Thomas","Southern",70.7
"Deon Perry","Fairfield",70.7
"Chandler Baker","Colgate",70.7
"Jordan Johnson","Southern",70.7
"Demarco Bethea","Texas A&M Commerce",70.7
"Jeremy Clayville","Saint Francis",70.7
"K.J. Windham","Northwestern",70.7
"Troy Cole, Jr.","Southeast Missouri St.",70.7
"Justin Bieker","Utah Tech",70.6
"Ahron Ulis","Nebraska",70.6
"Jhaylon Martinez","Niagara",70.6
"Trae English","Nicholls St.",70.6
"Sam Lecholat","Montana St.",70.6
"Denzel Aberdeen","Florida",70.6
"Emmanuel Ogbole","Rutgers",70.6
"Nasir Mann","Queens",70.6
"Tony Duckett","San Diego",70.6
"Zion Russell","Niagara",70.5
"Jayhlon Young","Maryland",70.5
"Dorian Finister","Sam Houston St.",70.5
"Ethan Pickett","Illinois Chicago",70.5
"Divine Ugochukwu","Miami FL",70.5
"James Patterson","Iona",70.5
"Cam Bryant","Mercer",70.4
"Abdoulaye Thiam","High Point",70.4
"Sebastian Robinson","NJIT",70.4
"JJ Taylor","UCF",70.4
"Tom Beattie","Hawaii",70.4
"Chris Arias","Jacksonville",70.4
"Zion Richardson","Cal St. Fullerton",70.4
"Dior Johnson","UCF",70.3
"Jayden Williams","Dartmouth",70.3
"Mac Wrecke","Green Bay",70.3
"Gavin Griffiths","Nebraska",70.3
"Jaden Jackson","South Dakota St.",70.3
"Jamine Charles","Florida A&M",70.3
"Blake Lander","LIU",70.3
"Malcolm Christie","Oakland",70.3
"Jovan Milicevic","New Mexico",70.3
"Jalen Jackson","Western Kentucky",70.2
"Ze'rik Onyema","Texas",70.2
"Griffin Barrouk","Sacred Heart",70.2
"Veljko Ilic","Loyola MD",70.2
"Timmy Adedire","North Carolina Central",70.2
"Zae Blake","Wagner",70.2
"Louis Bleechmore","Fairfield",70.2
"Robert Jennings","Oklahoma St.",70.2
"Peyton Smith","Fairfield",70.2
"Grady Lewis","Cal St. Northridge",70.2
"Kamrin Oriol","North Florida",70.2
"Reece Robinson","Cleveland St.",70.2
"Yoav Berman","Queens",70.2
"Raleigh Burgess","Purdue",70.2
"Micah Robinson","TCU",70.2
"Oakland Fort","Northern Arizona",70.1
"Jacob Wilson","Louisiana Monroe",70.1
"Anthony McComb III","New Hampshire",70.1
"Jordan Tillmon","Prairie View A&M",70.1
"Jaylen Wysinger","Texas Southern",70.1
"Jaydon Young","Virginia Tech",70.1
"Conrad Martinez","Arizona",70.1
"Aidan Cammann","Stanford",70.1
"Dennis Parker, Jr.","N.C. State",70.1
"Charles Johnston","Furman",70.1
"Jackson Greene","Idaho St.",70.1
"Dante Harris","Memphis",70
"Juhlawnei Stone","Stephen F. Austin",70
"Ja'Heim Hudson","Auburn",70
"Joshua Streit","Nebraska Omaha",70
"Ben Shtolzberg","UC Santa Barbara",70
"Collin Mulholland","Chattanooga",70
"Maki Johnson","East Tennessee St.",70
"Jayden Hastings","Boston College",70
"AJ Bates","Louisiana Tech",70
"Ben Hammond","Virginia Tech",70
"Cole McCormick","Central Arkansas",70
"Jaylin Jackson-Posey","Texas Southern",69.9
"Oscar Berry","North Florida",69.9
"Nigel Burris","Weber St.",69.9
"Bryce Eaton","Saint Peter's",69.9
"Brooklyn Hicks","UNLV",69.9
"DaSean Stevens","Seattle",69.9
"Mason Ritter","Columbia",69.9
"Melvyn Ebonkoli","UMKC",69.8
"Shaqir O'Neal","Florida A&M",69.8
"Riley Mulvey","Iowa",69.8
"Harry Wessels","Saint Mary's",69.8
"Bryant Selebangue","McNeese St.",69.8
"Kyrese Mullen","Hampton",69.8
"Jameel Brown","Temple",69.8
"Ladji Dembele","Iowa",69.8
"Denzel Hines","Coastal Carolina",69.8
"Del Jones","Clemson",69.8
"Trent Noah","Kentucky",69.8
"Ahmir Langlais","Tennessee St.",69.7
"David Early","Radford",69.7
"Amir Nesbitt","Stonehill",69.7
"Marcus Greene","Hawaii",69.7
"Dylan Anderson","Boise St.",69.7
"Darrion Baker","SIU Edwardsville",69.7
"Austin Swartz","Miami FL",69.7
"D'Aundre Samuels","Houston Christian",69.7
"Sean Elkinton","Louisiana Tech",69.7
"Joseph Venzant","Abilene Christian",69.6
"Peter Oduro","Coppin St.",69.6
"Caleb Shaw","Grand Canyon",69.6
"Cole Farrell","Portland St.",69.6
"Dylan Canoville","Jackson St.",69.6
"Quentin Bolton Jr.","Arkansas Pine Bluff",69.6
"Dian Wright-Forde","Texas A&M Corpus Chris",69.6
"Abou Magassa","Wyoming",69.6
"Danilo Dozic","Pepperdine",69.6
"Matthew Sells","Tennessee Tech",69.6
"Michael Thomas","Louisiana",69.5
"Alex Tew","Weber St.",69.5
"Legend Geeter","Detroit Mercy",69.5
"Kachi Nzeh","Penn St.",69.5
"Brian Goracke","Montana St.",69.5
"Trent Perry","UCLA",69.5
"Jordan Mizell","Tarleton St.",69.5
"Grayson Carter","Texas Southern",69.4
"AJ George","SMU",69.4
"Denver Anglin","Rice",69.4
"Landon Moore","Butler",69.4
"Bowen Hardman","Akron",69.4
"Orlando Horton, Jr.","Prairie View A&M",69.4
"Ian Smikle","Tulsa",69.4
"Yacine Toumi","Seton Hall",69.3
"Jackson Threadgill","Appalachian St.",69.3
"Kimo Ferrari","San Diego St.",69.3
"Trae Benham","High Point",69.3
"Jao Ituka","Jacksonville St.",69.3
"Bryce Zephir","Montana St.",69.3
"Braden Appelhans","New Mexico",69.3
"Caleb Robinson","Nicholls St.",69.3
"Joshua Strong","Howard",69.3
"Elijah Elliott","Ohio",69.3
"Ben Nau","St. Thomas",69.2
"Jonathan Dunn","Coppin St.",69.2
"Isaiah Carr","Denver",69.2
"Chauncey Gibson","Prairie View A&M",69.2
"Shey Eberwein","South Dakota",69.2
"Paul Djobet","Miami FL",69.2
"Doryan Onwuchekwa","Georgia Tech",69.2
"Linus Holmstrom","VMI",69.2
"Daniel Johnson","Hampton",69.2
"Rickey Ballard","West Georgia",69.2
"Duane Posey","Texas Southern",69.1
"Larry Hughes II","Saint Louis",69.1
"Ametri Moss","North Florida",69.1
"Michael Evbagharu","Central Arkansas",69.1
"Jazz Gardner","Pacific",69.1
"Paul McNeil, Jr.","N.C. State",69.1
"Landyn Jumawan","Northwestern St.",69.1
"Anthony Blunt","UMass Lowell",69
"Anthony Morales","Kent St.",69
"Trey Moss","George Washington",69
"Braden Sparks","Fairfield",69
"Pip Ajayi","Bucknell",69
"Errol White","Lamar",69
"Jake Davis","Illinois",69
"Tyler Betsey","Cincinnati",69
"Rahmir Moore","Wagner",68.9
"John Hugley IV","Xavier",68.9
"Jayson Kent","Texas",68.9
"Allen Strothers","East Tennessee St.",68.9
"Breon Pass","N.C. State",68.9
"Chas Kelley III","Boston College",68.9
"Rayvon Griffith","Cincinnati",68.9
"Aidan Burke","UC San Diego",68.9
"Jack Daugherty","Illinois St.",68.9
"Amir Lindsey","Albany",68.9
"Darius Robinson Jr.","Oral Roberts",68.9
"Alvin Stredic","Mississippi Valley St.",68.8
"Chris Moore","Auburn",68.8
"Jerrell Colbert","SMU",68.8
"Isaac Traudt","Creighton",68.8
"Isaac Harrell","Elon",68.8
"Trent Middleton Jr.","Delaware",68.8
"Etienne Strothers","Hampton",68.8
"Assane Diop","Colorado",68.8
"William Kermoury","Northeastern",68.8
"Caleb Walker","Air Force",68.8
"CJ Fredrick","Cincinnati",68.7
"Isaiah Addo-Ankrah","Denver",68.7
"Ismael Plet","Robert Morris",68.7
"Brayden Reynolds","Fairleigh Dickinson",68.7
"Justin Archer","Georgia St.",68.7
"George Marshall","Morehead St.",68.7
"Andre Nunley","Southern",68.7
"Carl Parrish","Presbyterian",68.7
"Fedor Zugic","Creighton",68.7
"Tyler Linhardt","Idaho",68.6
"Regimantas Ciunys","UMBC",68.6
"PJ Hayes","Rutgers",68.6
"Mookie Cook","Oregon",68.6
"Jalen Shelley","USC",68.6
"Rick Issanza","Loyola Marymount",68.5
"Braxton Meah","Nebraska",68.5
"Justin Amadi","Tulsa",68.5
"Eric Van Der Heijden","Campbell",68.5
"Quincy Allen","Chicago St.",68.5
"Philip Byriel","Princeton",68.5
"Jace Posey","TCU",68.5
"Kael Combs","Drake",68.5
"Dusty Stromer","Gonzaga",68.5
"Aidan Richard","Holy Cross",68.5
"Brandon Jennings","VCU",68.5
"Trey Parker","N.C. State",68.5
"Malik Abdullahi","Princeton",68.5
"Ishan Sharma","Virginia",68.5
"Garrett Sundra","Notre Dame",68.5
"Nate Johnson","Detroit Mercy",68.5
"Marcus Allen","Missouri",68.5
"Paul Jones III","Winthrop",68.5
"A.J. Wills","Wyoming",68.4
"Canin Jefferson","North Alabama",68.4
"Viljami Vartiainen","Weber St.",68.4
"Dayton Forsythe","Oklahoma",68.4
"Urban Klavzar","Florida",68.4
"Jayce Nathaniel","Illinois Chicago",68.4
"Jayson Woodrich","Oakland",68.3
"Will Berg","Purdue",68.3
"Mike Woods","Navy",68.3
"Kody Williams","Hawaii",68.3
"Jinwoo Kim","Navy",68.3
"Akira Jacobs","Hawaii",68.3
"Anthony Robinson","Virginia",68.3
"Aaron Hunkin-Claytor","Hawaii",68.3
"Nate Ferguson","Drake",68.2
"Bostyn Holt","Florida St.",68.2
"Zach Riley","Fordham",68.2
"Eric Acker","La Salle",68.2
"Boden Kapke","Butler",68.2
"Avantae Parker","Georgia Southern",68.2
"Jaden Harris","New Mexico St.",68.2
"Donovan Sanders","Mississippi Valley St.",68.2
"Christian King","Washington",68.2
"Jon Sanders","Northwestern St.",68.2
"Eddrin Bronson","Furman",68.2
"Baraka Okojie","Memphis",68.2
"T'Johnn Brown","McNeese St.",68.2
"Tay Knox","Western Illinois",68.2
"Edouard Benoit","Lehigh",68.2
"Darren Harris","Duke",68.2
"Damarius Owens","Marquette",68.2
"Ryan Wade","Green Bay",68.1
"Alston Andrews","Delaware St.",68.1
"Ryan Kiachian","Cornell",68.1
"Knute Wood","Tennessee St.",68.1
"Lamine Niang","Tennessee Martin",68.1
"Tre'shawn Sheppard","LIU",68.1
"TJ NeSmith","Radford",68.1
"David Thomas","DePaul",68.1
"Chris Fields Jr.","Norfolk St.",68.1
"Nils Cooper","UC Davis",68.1
"Isaiah West","Samford",68.1
"Rikus Schulte","UC Riverside",68.1
"Lachlan Brewer","Sacramento St.",68.1
"Josh Ogundele","Tennessee St.",68
"Ra'Heim Moss","Oregon",68
"Cam'Ron Fletcher","Xavier",68
"Zachary Visentin","Cal St. Fullerton",68
"JR Jacobs","New Orleans",68
"Corey Sawyer Jr","Eastern Illinois",68
"Josh Lee","Denver",68
"Myles Jenkins","Stephen F. Austin",68
"Josiah Moseley","Villanova",68
"Simon Hildebrandt","High Point",68
"Donavin Young","Stanford",68
"Pharaoh Compton","San Diego St.",68
"Babatunde Durodola","Temple",68
"Sin'Cere McMahon","Norfolk St.",67.9
"Davonte Davis","Oklahoma St.",67.9
"Brandon Love","Nevada",67.9
"David Brown III","Loyola MD",67.9
"TJ Gadsden","Hofstra",67.9
"Sadraque NgaNga","San Jose St.",67.9
"Osiris Grady","Utah Valley",67.9
"Shawn Fulcher","Alabama St.",67.9
"Davide Poser","New Hampshire",67.9
"Jordan Rogers","NJIT",67.9
"Antwaun Massey","Southern Illinois",67.9
"Justin Johnson","Arkansas St.",67.9
"Khalil Badru","New Hampshire",67.9
"Darrick Jones Jr.","Le Moyne",67.8
"Jamahri Harvey","Presbyterian",67.8
"Alex Anderson","Texas Southern",67.8
"Elijah Walsh","Campbell",67.8
"Ibrahim Souare","Georgia Tech",67.8
"Curtis Williams Jr.","Georgetown",67.8
"Ashton Hardaway","Saint Mary's",67.8
"Jerrell Bellamy","Troy",67.8
"Rich Byhre","St. Thomas",67.8
"Tylen Riley","Cal Baptist",67.8
"David Douglas Jr.","Fresno St.",67.8
"Aidan Rubio","UNC Asheville",67.8
"Emanuel Richards","Longwood",67.8
"Nils Machowski","UCF",67.8
"Dillon Battie","Temple",67.8
"Torian Lee","UC Irvine",67.8
"Davian Williams","Alcorn St.",67.8
"Curtis Givens III","LSU",67.8
"Angelo Ciaravino","Northwestern",67.8
"Ashton Smith","South Dakota",67.7
"Grant Asman","Lipscomb",67.7
"Adetokunbo Bakare","Saint Peter's",67.7
"Chris Loofe","Middle Tennessee",67.7
"Max Frazier","Central Connecticut",67.7
"William Whorton","South Dakota St.",67.7
"Danquez Dawsey","Lamar",67.7
"Curt Lewis","East Tennessee St.",67.6
"Shane Nowell","Portland St.",67.6
"Jaden Alexander","Cal St. Bakersfield",67.6
"Hayden Welling","Utah Valley",67.6
"Luke Hunger","Northwestern",67.6
"DJ Nix","Cornell",67.6
"Josh Jones","Oral Roberts",67.6
"Rodney Brown Jr.","Virginia Tech",67.6
"Kam Burton","Southeastern Louisiana",67.6
"Dae Dae Hunter","New Orleans",67.6
"Dylan Godfrey","Canisius",67.6
"KJ Tenner","West Virginia",67.6
"Kasheem Grady II","UMKC",67.6
"Jalil Bethea","Miami FL",67.6
"Brandon Morgan","Western Carolina",67.6
"Jefferson Koulibaly","Pacific",67.5
"Jerry Ngopot","Louisiana Monroe",67.5
"Iaroslav Niagu","Jacksonville St.",67.5
"Bailey Nunn","Sacramento St.",67.5
"Damon Wilkinson","South Dakota St.",67.5
"Cardell Bailey","Maryland Eastern Shore",67.5
"TJ Nadeau","Detroit Mercy",67.5
"Silas Sunday","Hofstra",67.4
"Braden Housley","Utah St.",67.4
"Hansel Enmanuel","Austin Peay",67.4
"Vincent Delano","Portland",67.4
"Braden Pierce","Maryland",67.4
"KJ Debrick","Cleveland St.",67.4
"Tyonne Farrell","Rhode Island",67.4
"Jared Lary","Detroit Mercy",67.4
"Chase Martin","Missouri St.",67.3
"Dom Campbell","Howard",67.3
"Love Bettis","Northwestern St.",67.3
"Cameron Barnes","Illinois St.",67.3
"Grant Gondrezick II","Detroit Mercy",67.3
"Koron Davis","Louisiana",67.3
"Kyle Frazier","William & Mary",67.3
"Jahni Summers","Indiana St.",67.3
"Joseph Yesufu","West Virginia",67.2
"Jordan Brinson","Cal St. Northridge",67.2
"Myles Wilmoth","Siena",67.2
"Anouar Mellouk","Morehead St.",67.2
"Tyler Rice","Hampton",67.2
"Ismail Habib","Portland St.",67.2
"Anthony Arrington","Wofford",67.2
"Marqui Worthy","Massachusetts",67.2
"Isaac Ondekane","Nebraska Omaha",67.2
"Brentay Noel","Southern",67.2
"Hunter Adam","Davidson",67.2
"Josh Ibukunoluwa","High Point",67.2
"Max Jusianiec","Mercyhurst",67.2
"Dellquan Warren","Mississippi St.",67.2
"Keenan Garner","IU Indy",67.2
"Caleb Lohner","Utah",67.1
"Curt Hopf","Bellarmine",67.1
"Darius Ford","Alabama A&M",67.1
"Jacob Conner","Dayton",67.1
"Angel Montas Jr.","Mercer",67.1
"Alphonzo Billups III","VCU",67.1
"Jaquan Sanders","Hofstra",67.1
"Marcus Overstreet","Mercer",67.1
"Maban Jabriel","Queens",67.1
"Petar Majstorovic","Syracuse",67.1
"Ja'Kair Sanchez","Wagner",67.1
"Ring Nyeri","UMKC",67.1
"Lado Laku","Northwestern St.",67
"Makai Richards","Chattanooga",67
"Nate Barnhart","South Dakota St.",67
"Wyatt Fricks","Marshall",67
"Devin Ceaser","Old Dominion",67
"Michael Teal","South Carolina St.",67
"Kris Parker","Villanova",67
"Josh Hill","Arkansas St.",67
"Zion Walker","Radford",67
"Matej Bosnjak","Wichita St.",67
"Davontae Hall","UMKC",67
"Kahmare Holmes","Wofford",67
"Trey Deveaux","Western Illinois",67
"Tasos Cook","Campbell",66.9
"Tyler Shirley","Florida A&M",66.9
"Nika Metskhvarishvili","Charlotte",66.9
"Ademide Badmus","Gardner Webb",66.9
"Langston Redfield","UC Irvine",66.9
"Roosevelt Wheeler","East Tennessee St.",66.9
"Myles Colvin","Purdue",66.9
"Alex Kovatchev","Sacramento St.",66.9
"Ronnie Harrison Jr.","Tarleton St.",66.9
"C.J. O'Hara","Green Bay",66.9
"Styles Phipps","Grand Canyon",66.9
"Terry Copeland Jr.","Northern Illinois",66.9
"KJ McClurg","Longwood",66.9
"Even Brauns","Iowa",66.8
"Shahar Lazar","Gardner Webb",66.8
"Rob Lawson","Morgan St.",66.8
"Bryson Wilson","Buffalo",66.8
"Macaleab Rich","Kansas St.",66.8
"Tyje Kelton","Wagner",66.8
"Alier Maluk","Florida St.",66.8
"Sir Mohammed","Notre Dame",66.8
"Aaron Potter","Texas A&M Corpus Chris",66.8
"Mak Manciel","Detroit Mercy",66.7
"Nasir Muhammad","Northern Illinois",66.7
"Andy Stefonowicz","North Dakota St.",66.7
"Brian Amuneke","Fresno St.",66.7
"John Adams","The Citadel",66.7
"Trevor Hennig","Weber St.",66.7
"Ricardo Wright","Kennesaw St.",66.6
"Derek Fountain","LSU",66.6
"Jack Molloy","Yale",66.6
"Quentin Diboundje","Rhode Island",66.6
"Tahron Allen","Delaware",66.6
"Brent Bland","Saint Peter's",66.6
"Jah Quinones","Mercer",66.6
"Lorenzo Downey","Alabama A&M",66.6
"Trey Lewis","Purdue Fort Wayne",66.6
"Kellan Boylan","Lipscomb",66.6
"Kam Parker","Texas A&M Corpus Chris",66.6
"Mihailo Boskovic","BYU",66.6
"Mo Njie","UTSA",66.5
"Emarion Ellis","Nicholls St.",66.5
"AJ Burgin","Idaho St.",66.5
"Elijah Jamison","UNC Wilmington",66.5
"Luka Tarlac","Cal Poly",66.5
"John Lovelace, Jr.","Milwaukee",66.5
"Derin Saran","Stanford",66.5
"Mercy Miller","Houston",66.5
"Dontrez Williams","Abilene Christian",66.5
"Caleb Murphy","UMass Lowell",66.4
"Luis Kortright","Washington",66.4
"Zach Clemence","Kansas",66.4
"Bube Momah","Lehigh",66.4
"Jaquel Morris","Saint Peter's",66.4
"Devin Ree","Louisiana Tech",66.4
"Matai Baptiste","Boston University",66.4
"Luke Wilson","Appalachian St.",66.4
"Gabe Sisk","East Tennessee St.",66.4
"Mobi Ikegwuruka","Kansas St.",66.4
"Joe Manning","Southern",66.4
"Andrew Nagy","Long Beach St.",66.4
"Gerard O'Keefe","Columbia",66.4
"Noah Taitz","Utah Valley",66.3
"Malachi Ndur","William & Mary",66.3
"Tyler Powell","Eastern Washington",66.3
"Ariel Bland","UC Santa Barbara",66.3
"Chase McKey","Western Carolina",66.3
"Jordan Crawford","Louisiana Tech",66.3
"Elijah Jones","UTEP",66.3
"Julian Brown","Samford",66.3
"Jordann Dumont","Villanova",66.3
"Jaylen Benard","Longwood",66.3
"Cantia Rahming","South Alabama",66.3
"Jaxon Olvera","Pepperdine",66.3
"Arthur Tate","Mississippi Valley St.",66.3
"Devin Brafford","Siena",66.3
"Jason Asemota","Baylor",66.3
"Jaylon Gibson","Charleston Southern",66.2
"Steven Clay","Morehead St.",66.2
"Kheni Briggs","Albany",66.2
"Michael Zanoni","Penn",66.2
"Gabe Cupps","Indiana",66.2
"Kade Douglas","UT Arlington",66.2
"Cam Estevez","Rhode Island",66.2
"Cole Franklin","Cleveland St.",66.2
"Andrew Welage","Wright St.",66.1
"DaJion Humphrey","Bowling Green",66.1
"Foster Wonders","Green Bay",66.1
"Diego Campisano","Northern Arizona",66.1
"Ivan Reynolds","Houston Christian",66.1
"Jaxon Ellingsworth","UT Arlington",66.1
"Kahlil Singleton","Holy Cross",66.1
"Cody Head","Arkansas St.",66.1
"Rich Barron","Providence",66.1
"Chris Lockett","Boise St.",66.1
"Kevin de Kovachich","North Alabama",66.1
"Maximo Milovich","UC San Diego",66.1
"Zavier Fitch","Wagner",66.1
"Tamaury Releford","West Georgia",66.1
"Dean Reiber","Charlotte",66
"Raymond Espinal-Guzman","Sacred Heart",66
"Corey Perkins","Delaware St.",66
"Jordan Derkack","Rutgers",66
"Paxton Davidson","The Citadel",66
"Otto Landrum","Boston University",66
"Jaxon Edwards","St. Bonaventure",66
"Jason Rivera-Torres","San Francisco",66
"Tennessee Rainwater","Utah Tech",66
"Mike Williams III","LSU",66
"Caedin Hamilton","Marquette",66
"Miles White","Lipscomb",66
"Laurynas Vaistaras","Mercer",65.9
"Alexander Nwagha","Northeastern",65.9
"Monty Bowser","Northern Arizona",65.9
"Kobe Young","Cal St. Fullerton",65.9
"Nate Brafford","Georgia Southern",65.9
"Davis Molnar","Furman",65.9
"Cam Denson","Long Beach St.",65.9
"Malek Gomma","Seattle",65.9
"Devon Pryor","Texas",65.9
"Manie Joses","Davidson",65.9
