Player,School,Rating,School_key,Conf,conf_tier,penalty_conf,Rating_add,conf_mult,gap,Rating_conf
Jalen Ware,Maryland Eastern Shore,62,maryland eastern shore,MEAC,low,-2,60,0.7,0,90
Derek Vorst,Indiana St.,62,indiana st,MVC,mid,-0.4,61.6,0.9,0,90
Doug Young,Quinnipiac,62,quinnipiac,MAAC,low,-2,60,0.7,0,90
Donovan Rivers,Jacksonville,62,jacksonville,ASUN,low,-2,60,0.7,0,90
Gabe Warren,Holy Cross,62,holy cross,Patriot,low,-2,60,0.7,0,90
Veniamin Abosi,San Francisco,62,san francisco,WCC,mid,-0.4,61.6,0.9,0,90
Antoine Lorick III,Tennessee St.,62,tennessee st,OVC,low,-2,60,0.7,0,90
Jaylen Pazon,VMI,62,vmi,SoCon,low,-2,60,0.7,0,90
Ryan Jolly,Winthrop,62,winthrop,Big South,low,-2,60,0.7,0,90
Enrico Borio,Jacksonville,62,jacksonville,ASUN,low,-2,60,0.7,0,90
Richard Goods,Hampton,62,hampton,CAA,low,-2,60,0.7,0,90
Peyton Marshall,Missouri,62,missouri,SEC,tier1,0.8,62.8,1,0,90
Dezmond McKinney,Bellarmine,61.9,bellarmine,ASUN,low,-2,59.9,0.7,0,90
B.B. Knight,Lamar,61.9,lamar,Southland,low,-2,59.9,0.7,0,90
Mayuom Buom,South Dakota,61.9,south dakota,Summit League,low,-2,59.9,0.7,0,90
Saliou Seye,Alabama A&M,61.9,alabama a m,SWAC,low,-2,59.9,0.7,0,90
Declan Dillon,SIU Edwardsville,61.9,siu edwardsville,OVC,low,-2,59.9,0.7,0,90
Triston Wilson,Presbyterian,61.9,presbyterian,Big South,low,-2,59.9,0.7,0,90
Marland Harris,Morgan St.,61.9,morgan st,MEAC,low,-2,59.9,0.7,0,90
Josh Pickett,Denver,61.9,denver,Summit League,low,-2,59.9,0.7,0,90
CJ Hyland,Western Carolina,61.9,western carolina,SoCon,low,-2,59.9,0.7,0,90
Roberts Blums,Davidson,61.9,davidson,A10,mid,-0.4,61.5,0.9,0,90
Luka Savicevic,Lafayette,61.8,lafayette,Patriot,low,-2,59.8,0.7,0,90
Matthew Stone,North Texas,61.8,north texas,AAC,mid,-0.4,61.4,0.9,0,90
Zeke Cook,Louisiana,61.8,louisiana,Sun Belt,mid,-0.4,61.4,0.9,0,90
Jun Seok Yeo,Gonzaga,61.8,gonzaga,WCC,mid,-0.4,61.4,0.9,0,90
Austin Parks,Ohio St.,61.8,ohio st,Big Ten,tier1,0.8,62.599999999999994,1,0,90
Keith Richard,Cal St. Fullerton,61.8,cal st fullerton,Big West,low,-2,59.8,0.7,0,90
Gai Chol,Mississippi St.,61.8,mississippi st,SEC,tier1,0.8,62.599999999999994,1,0,90
Josh Ijeh,UMKC,61.8,umkc,Summit League,low,-2,59.8,0.7,0,90
Jahseem Felton,Seton Hall,61.8,seton hall,Big East,tier1,0.8,62.599999999999994,1,0,90
Jalen Lee,LIU,61.8,liu,NEC,low,-2,59.8,0.7,0,90
Mikah Ballew,Portland,61.8,portland,WCC,mid,-0.4,61.4,0.9,0,90
"Kyle Cuffe, Jr.",Syracuse,61.7,syracuse,ACC,tier1,0.8,62.5,1,0,90
Elijah Thomas,Eastern Washington,61.7,eastern washington,Big Sky,low,-2,59.7,0.7,0,90
Chol Marial,San Jose St.,61.6,san jose st,Mountain West,tier1,0.8,62.4,1,0,90
Isaac Lindsey,South Dakota St.,61.6,south dakota st,Summit League,low,-2,59.6,0.7,0,90
Xzavier Lino,UMass Lowell,61.6,umass lowell,AEC,low,-2,59.6,0.7,0,90
David Tubek,Seton Hall,61.6,seton hall,Big East,tier1,0.8,62.4,1,0,90
Spencer Mahoney,California,61.6,california,ACC,tier1,0.8,62.4,1,0,90
Jensen Bradtke,Montana,61.6,montana,Big Sky,low,-2,59.6,0.7,0,90
Jamie Vinson,Texas,61.6,texas,SEC,tier1,0.8,62.4,1,0,90
Jamari Phillips,Oregon,61.6,oregon,Big Ten,tier1,0.8,62.4,1,0,90
Rakease Passmore,Kansas,61.6,kansas,B12,tier1,0.8,62.4,1,0,90
Davion Bradford,East Tennessee St.,61.5,east tennessee st,SoCon,low,-2,59.5,0.7,0,90
Zach Keller,Utah,61.5,utah,B12,tier1,0.8,62.3,1,0,90
John Wade III,Southern Miss,61.5,southern miss,Sun Belt,mid,-0.4,61.1,0.9,0,90
Bukky Oboye,Santa Clara,61.5,santa clara,WCC,mid,-0.4,61.1,0.9,0,90
Jasen Brooks,UC San Diego,61.5,uc san diego,Big West,low,-2,59.5,0.7,0,90
Porter Bazil,Houston Christian,61.5,houston christian,Southland,low,-2,59.5,0.7,0,90
Fallou Gueye,Sacred Heart,61.5,sacred heart,MAAC,low,-2,59.5,0.7,0,90
Chris Riddle,DePaul,61.5,depaul,Big East,tier1,0.8,62.3,1,0,90
Jacob Johnson,Middle Tennessee,61.4,middle tennessee,CUSA,mid,-0.4,61,0.9,0,90
Andrew McConnell,USC Upstate,61.4,usc upstate,Big South,low,-2,59.4,0.7,0,90
Kaleb Washington,Florida A&M,61.4,florida a m,SWAC,low,-2,59.4,0.7,0,90
"Aaron Price, Jr.",Cal Poly,61.4,cal poly,Big West,low,-2,59.4,0.7,0,90
Parker Friedrichsen,Wake Forest,61.4,wake forest,ACC,tier1,0.8,62.199999999999996,1,0,90
Elijah Terry,Prairie View A&M,61.4,prairie view a m,SWAC,low,-2,59.4,0.7,0,90
Nate Guerengomba,Massachusetts,61.4,massachusetts,A10,mid,-0.4,61,0.9,0,90
Luca Colceag,Northern Colorado,61.3,northern colorado,Big Sky,low,-2,59.3,0.7,0,90
Rylan Houck,Lipscomb,61.3,lipscomb,ASUN,low,-2,59.3,0.7,0,90
Kyle Carlesimo,Colgate,61.3,colgate,Patriot,low,-2,59.3,0.7,0,90
Thierno Sylla,Stephen F. Austin,61.3,stephen f austin,Southland,low,-2,59.3,0.7,0,90
Braelon Green,Bowling Green,61.3,bowling green,MAC,low,-2,59.3,0.7,0,90
Kris Keinys,Pacific,61.3,pacific,WCC,mid,-0.4,60.9,0.9,0,90
Cole Certa,Notre Dame,61.3,notre dame,ACC,tier1,0.8,62.099999999999994,1,0,90
Keenan Wilkins,Charleston Southern,61.3,charleston southern,Big South,low,-2,59.3,0.7,0,90
Jae'Coby Osborne,New Mexico St.,61.3,new mexico st,CUSA,mid,-0.4,60.9,0.9,0,90
Dominick Harris,UCLA,61.2,ucla,Big Ten,tier1,0.8,62,1,0,90
Braxton Jones,Southern Indiana,61.2,southern indiana,OVC,low,-2,59.2,0.7,0,90
Sultan Adewale,Albany,61.2,albany,AEC,low,-2,59.2,0.7,0,90
Curtis Blair III,Liberty,61.2,liberty,CUSA,mid,-0.4,60.800000000000004,0.9,0,90
Nikola Djapa,Colorado St.,61.2,colorado st,Mountain West,tier1,0.8,62,1,0,90
Gianni Cobb,Columbia,61.2,columbia,Ivy League,low,-2,59.2,0.7,0,90
Aly Tounkara,Lindenwood,61.2,lindenwood,OVC,low,-2,59.2,0.7,0,90
Azmar Abdullah,Boston University,61.2,boston university,Patriot,low,-2,59.2,0.7,0,90
Caleb Middleton,New Hampshire,61.2,new hampshire,AEC,low,-2,59.2,0.7,0,90
Juan Reyna III,Jackson St.,61.1,jackson st,SWAC,low,-2,59.1,0.7,0,90
Elijah Kennedy,Hampton,61.1,hampton,CAA,low,-2,59.1,0.7,0,90
Matthew Marsh,Oregon St.,61.1,oregon st,WCC,mid,-0.4,60.7,0.9,0,90
Zaakir Williamson,Saint Peter's,61.1,saint peter s,MAAC,low,-2,59.1,0.7,0,90
Chase Beasley,Air Force,61.1,air force,Mountain West,tier1,0.8,61.9,1,0,90
Luca Ace-Nasteski,Harvard,61.1,harvard,Ivy League,low,-2,59.1,0.7,0,90
Domas Kauzonas,UNC Greensboro,61.1,unc greensboro,SoCon,low,-2,59.1,0.7,0,90
Jase Butler,Washington,61.1,washington,Big Ten,tier1,0.8,61.9,1,0,90
Tyran Mason,North Texas,61.1,north texas,AAC,mid,-0.4,60.7,0.9,0,90
Timaris Brown,IU Indy,61.1,iu indy,Horizon,low,-2,59.1,0.7,0,90
Robbie Stankard,Columbia,61,columbia,Ivy League,low,-2,59,0.7,0,90
Carl Daughtery Jr.,UC Davis,61,uc davis,Big West,low,-2,59,0.7,0,90
Ubong Okon,Alabama St.,61,alabama st,SWAC,low,-2,59,0.7,0,90
Nic Book,USC Upstate,61,usc upstate,Big South,low,-2,59,0.7,0,90
Jasir Tremble,Fresno St.,61,fresno st,Mountain West,tier1,0.8,61.8,1,0,90
Myles Foster,Clemson,60.9,clemson,ACC,tier1,0.8,61.699999999999996,1,0,90
Trevor Smith,Hampton,60.9,hampton,CAA,low,-2,58.9,0.7,0,90
Tarique Foster,Massachusetts,60.9,massachusetts,A10,mid,-0.4,60.5,0.9,0,90
Akil Watson,Massachusetts,60.9,massachusetts,A10,mid,-0.4,60.5,0.9,0,90
Grgur Brcic,Toledo,60.9,toledo,MAC,low,-2,58.9,0.7,0,90
Richie Springs,Quinnipiac,60.8,quinnipiac,MAAC,low,-2,58.8,0.7,0,90
Lamaj Lewis,Loyola Marymount,60.8,loyola marymount,WCC,mid,-0.4,60.4,0.9,0,90
Andrew Ball,Monmouth,60.8,monmouth,CAA,low,-2,58.8,0.7,0,90
Cade Tyson,North Carolina,60.8,north carolina,ACC,tier1,0.8,61.599999999999994,1,0,90
Asjon Anderson,Queens,60.8,queens,ASUN,low,-2,58.8,0.7,0,90
Chaz Watson,Cleveland St.,60.8,cleveland st,Horizon,low,-2,58.8,0.7,0,90
AJ Barnes,Southern,60.8,southern,SWAC,low,-2,58.8,0.7,0,90
David Rochester,Brown,60.8,brown,Ivy League,low,-2,58.8,0.7,0,90
Isaiah Johnson-Arigu,Miami FL,60.8,miami fl,ACC,tier1,0.8,61.599999999999994,1,0,90
Isaac Jack,Dayton,60.7,dayton,A10,mid,-0.4,60.300000000000004,0.9,0,90
Tyler Ringgold,Tulane,60.7,tulane,AAC,mid,-0.4,60.300000000000004,0.9,0,90
Joey Hart,Ball St.,60.7,ball st,MAC,low,-2,58.7,0.7,0,90
Chudi Dioramma,Sacramento St.,60.7,sacramento st,Big Sky,low,-2,58.7,0.7,0,90
Jacob Huggins,Princeton,60.7,princeton,Ivy League,low,-2,58.7,0.7,0,90
Ivan Njegovan,Ohio St.,60.7,ohio st,Big Ten,tier1,0.8,61.5,1,0,90
Todd Jones,Portland,60.7,portland,WCC,mid,-0.4,60.300000000000004,0.9,0,90
Latif Diouf,Chattanooga,60.7,chattanooga,SoCon,low,-2,58.7,0.7,0,90
Mor Seck,Fresno St.,60.6,fresno st,Mountain West,tier1,0.8,61.4,1,0,90
Christian Villegas,Texas A&M Corpus Chris,60.6,texas a m corpus chris,Southland,low,-2,58.6,0.7,0,90
Jaidon Lipscomb,FIU,60.6,fiu,CUSA,mid,-0.4,60.2,0.9,0,90
Jake Brack,South Dakota,60.6,south dakota,Summit League,low,-2,58.6,0.7,0,90
Shawn Simmons II,Saint Joseph's,60.6,saint joseph s,A10,mid,-0.4,60.2,0.9,0,90
Marcus Wilson,Washington St.,60.6,washington st,WCC,mid,-0.4,60.2,0.9,0,90
Ubong Abasi Etim,Central Arkansas,60.5,central arkansas,ASUN,low,-2,58.5,0.7,0,90
Isaac Abidde,Cleveland St.,60.5,cleveland st,Horizon,low,-2,58.5,0.7,0,90
Kanye Jones,USC Upstate,60.5,usc upstate,Big South,low,-2,58.5,0.7,0,90
Christopher Melis,Stonehill,60.5,stonehill,NEC,low,-2,58.5,0.7,0,90
Jeremy Foumena,Mississippi St.,60.5,mississippi st,SEC,tier1,0.8,61.3,1,0,90
Tony Felder,Radford,60.5,radford,Big South,low,-2,58.5,0.7,0,90
David Onanina,Bethune Cookman,60.5,bethune cookman,SWAC,low,-2,58.5,0.7,0,90
Trey Horton,UTEP,60.5,utep,CUSA,mid,-0.4,60.1,0.9,0,90
Alex Bates IV,Stonehill,60.5,stonehill,NEC,low,-2,58.5,0.7,0,90
Trent Mosquera,Le Moyne,60.5,le moyne,NEC,low,-2,58.5,0.7,0,90
Kur Teng,Michigan St.,60.5,michigan st,Big Ten,tier1,0.8,61.3,1,0,90
Christian Reid,Southern Miss,60.5,southern miss,Sun Belt,mid,-0.4,60.1,0.9,0,90
Rolyns Aligbe,Southern Illinois,60.5,southern illinois,MVC,mid,-0.4,60.1,0.9,0,90
Dante Wilcox,FIU,60.4,fiu,CUSA,mid,-0.4,60,0.9,0,90
Henry Abraham,Coastal Carolina,60.4,coastal carolina,Sun Belt,mid,-0.4,60,0.9,0,90
Sadiku Ibine Ayo,St. John's,60.4,st john s,Big East,tier1,0.8,61.199999999999996,1,0,90
Marquese Josephs,Western Michigan,60.4,western michigan,MAC,low,-2,58.4,0.7,0,90
Ryan Archey,Coppin St.,60.4,coppin st,MEAC,low,-2,58.4,0.7,0,90
Connor Dubsky,UNC Asheville,60.4,unc asheville,Big South,low,-2,58.4,0.7,0,90
Antwan Robinson,Cal St. Fullerton,60.4,cal st fullerton,Big West,low,-2,58.4,0.7,0,90
Haris Elezovic,West Virginia,60.4,west virginia,B12,tier1,0.8,61.199999999999996,1,0,90
Di'Andre Howell-South,Wagner,60.3,wagner,NEC,low,-2,58.3,0.7,0,90
Rahdir Hicks,Towson,60.3,towson,CAA,low,-2,58.3,0.7,0,90
Abdou Samb,Towson,60.3,towson,CAA,low,-2,58.3,0.7,0,90
Chuck Bailey III,Nevada,60.3,nevada,Mountain West,tier1,0.8,61.099999999999994,1,0,90
Jameel Morris,Fairleigh Dickinson,60.3,fairleigh dickinson,NEC,low,-2,58.3,0.7,0,90
Ty Bevins,George Washington,60.3,george washington,A10,mid,-0.4,59.9,0.9,0,90
David Murray,Merrimack,60.3,merrimack,MAAC,low,-2,58.3,0.7,0,90
Cade Gibbs,Marshall,60.3,marshall,Sun Belt,mid,-0.4,59.9,0.9,0,90
Joul Karram,Utah,60.3,utah,B12,tier1,0.8,61.099999999999994,1,0,90
Christian Alston,Abilene Christian,60.3,abilene christian,WAC,mid,-0.4,59.9,0.9,0,90
Atiki Ally Atiki,New Mexico,60.2,new mexico,Mountain West,tier1,0.8,61,1,0,90
D'Ante Bass,Alabama St.,60.2,alabama st,SWAC,low,-2,58.2,0.7,0,90
Jalal McKie,North Carolina A&T,60.2,north carolina a t,CAA,low,-2,58.2,0.7,0,90
Duane Thompson,St. Bonaventure,60.2,st bonaventure,A10,mid,-0.4,59.800000000000004,0.9,0,90
Quentin Meza,Idaho St.,60.2,idaho st,Big Sky,low,-2,58.2,0.7,0,90
Courtney Anderson,Colorado,60.2,colorado,B12,tier1,0.8,61,1,0,90
Yaniel Rivera,Abilene Christian,60.2,abilene christian,WAC,mid,-0.4,59.800000000000004,0.9,0,90
Bishop Boswell,Tennessee,60.2,tennessee,SEC,tier1,0.8,61,1,0,90
Tommy Gankhuyag,UT Rio Grande Valley,60.2,ut rio grande valley,Southland,low,-2,58.2,0.7,0,90
Jo Valrie,SIU Edwardsville,60.2,siu edwardsville,OVC,low,-2,58.2,0.7,0,90
Anthony Nimani,Cornell,60.2,cornell,Ivy League,low,-2,58.2,0.7,0,90
Langdon Hatton,Indiana,60.1,indiana,Big Ten,tier1,0.8,60.9,1,0,90
Drey Carter,Wright St.,60.1,wright st,Horizon,low,-2,58.1,0.7,0,90
Matthew Reed,Tulsa,60.1,tulsa,AAC,mid,-0.4,59.7,0.9,0,90
Kajus Kublickas,Florida,60.1,florida,SEC,tier1,0.8,60.9,1,0,90
Comeh Emuobor,Iona,60.1,iona,MAAC,low,-2,58.1,0.7,0,90
Theo Grant,New Orleans,60.1,new orleans,Southland,low,-2,58.1,0.7,0,90
Jaylen Washington,UT Rio Grande Valley,60.1,ut rio grande valley,Southland,low,-2,58.1,0.7,0,90
Marty Silvera,Tarleton St.,60.1,tarleton st,WAC,mid,-0.4,59.7,0.9,0,90
Chace Davis,Radford,60,radford,Big South,low,-2,58,0.7,0,90
Emareyon McDonald,Grambling St.,60,grambling st,SWAC,low,-2,58,0.7,0,90
Clayton Southwick,Stephen F. Austin,60,stephen f austin,Southland,low,-2,58,0.7,0,90
Jordan Pickett,SIU Edwardsville,60,siu edwardsville,OVC,low,-2,58,0.7,0,90
KC Ugwuakazi,Texas A&M Commerce,60,texas a m commerce,Southland,low,-2,58,0.7,0,90
Justin Ray,Monmouth,60,monmouth,CAA,low,-2,58,0.7,0,90
Kaden Stuckey,VMI,60,vmi,SoCon,low,-2,58,0.7,0,90
Jahvin Carter,Penn St.,60,penn st,Big Ten,tier1,0.8,60.8,1,0,90
Elliot Lowndes,Southeast Missouri St.,60,southeast missouri st,OVC,low,-2,58,0.7,0,90
Klemen Vuga,Arkansas Pine Bluff,59.9,arkansas pine bluff,SWAC,low,-2,57.9,0.7,0,90
Darius Gakwasi,Princeton,59.9,princeton,Ivy League,low,-2,57.9,0.7,0,90
Colby McAllister,The Citadel,59.9,the citadel,SoCon,low,-2,57.9,0.7,0,90
Riccardo Ghedini,Davidson,59.9,davidson,A10,mid,-0.4,59.5,0.9,0,90
Brock Vice,North Texas,59.9,north texas,AAC,mid,-0.4,59.5,0.9,0,90
Carl Cherenfant,New Mexico St.,59.9,new mexico st,CUSA,mid,-0.4,59.5,0.9,0,90
Jaiun Simon,Dayton,59.9,dayton,A10,mid,-0.4,59.5,0.9,0,90
Redd Thompson Jr.,James Madison,59.9,james madison,Sun Belt,mid,-0.4,59.5,0.9,0,90
Simon Wheeler,Jacksonville,59.9,jacksonville,ASUN,low,-2,57.9,0.7,0,90
Justus McNair,Valparaiso,59.9,valparaiso,MVC,mid,-0.4,59.5,0.9,0,90
Khouri Carvey,Morehead St.,59.9,morehead st,OVC,low,-2,57.9,0.7,0,90
BJ Kolly,Montana St.,59.9,montana st,Big Sky,low,-2,57.9,0.7,0,90
Ron Rutland III,IU Indy,59.9,iu indy,Horizon,low,-2,57.9,0.7,0,90
Michael Folarin,St. Bonaventure,59.8,st bonaventure,A10,mid,-0.4,59.4,0.9,0,90
Oleg Kojenets,Wyoming,59.8,wyoming,Mountain West,tier1,0.8,60.599999999999994,1,0,90
Martavious Russell,Mississippi St.,59.8,mississippi st,SEC,tier1,0.8,60.599999999999994,1,0,90
Chance Westry,Syracuse,59.8,syracuse,ACC,tier1,0.8,60.599999999999994,1,0,90
Dragos Lungu,San Diego,59.8,san diego,WCC,mid,-0.4,59.4,0.9,0,90
Isaiah Elohim,USC,59.8,usc,Big Ten,tier1,0.8,60.599999999999994,1,0,90
Jett Montgomery,Southern Miss,59.8,southern miss,Sun Belt,mid,-0.4,59.4,0.9,0,90
Braden Hausen,High Point,59.8,high point,Big South,low,-2,57.8,0.7,0,90
George Pridgett Jr.,FIU,59.7,fiu,CUSA,mid,-0.4,59.300000000000004,0.9,0,90
Jake Lemelman,Mercyhurst,59.7,mercyhurst,NEC,low,-2,57.7,0.7,0,90
Trey Hicks,Longwood,59.6,longwood,Big South,low,-2,57.6,0.7,0,90
Miles Webb,Saint Francis,59.6,saint francis,NEC,low,-2,57.6,0.7,0,90
Walter Hamilton,Mississippi Valley St.,59.6,mississippi valley st,SWAC,low,-2,57.6,0.7,0,90
Ramel Lloyd Jr.,Long Beach St.,59.6,long beach st,Big West,low,-2,57.6,0.7,0,90
Emmanuel Okorafor,Seton Hall,59.6,seton hall,Big East,tier1,0.8,60.4,1,0,90
Jake Goldberg,NJIT,59.6,njit,AEC,low,-2,57.6,0.7,0,90
Chris Mubiru,Northwestern St.,59.6,northwestern st,Southland,low,-2,57.6,0.7,0,90
Makhai Valentine,Missouri St.,59.6,missouri st,MVC,mid,-0.4,59.2,0.9,0,90
Jojo Anderson,Idaho,59.6,idaho,Big Sky,low,-2,57.6,0.7,0,90
Ramone Seals,Kennesaw St.,59.6,kennesaw st,CUSA,mid,-0.4,59.2,0.9,0,90
Anton Bonke,Providence,59.6,providence,Big East,tier1,0.8,60.4,1,0,90
Isaiah Cottrell,UNLV,59.5,unlv,Mountain West,tier1,0.8,60.3,1,0,90
Quadir Pettaway,Presbyterian,59.5,presbyterian,Big South,low,-2,57.5,0.7,0,90
Nick Krass,Tarleton St.,59.5,tarleton st,WAC,mid,-0.4,59.1,0.9,0,90
Trent Scott,Morehead St.,59.5,morehead st,OVC,low,-2,57.5,0.7,0,90
Jonas Sirtautas,Radford,59.5,radford,Big South,low,-2,57.5,0.7,0,90
Chico Johnson,USC Upstate,59.5,usc upstate,Big South,low,-2,57.5,0.7,0,90
Thompson Camara,Charleston Southern,59.5,charleston southern,Big South,low,-2,57.5,0.7,0,90
Sam Stockton,Eastern Washington,59.5,eastern washington,Big Sky,low,-2,57.5,0.7,0,90
Dayan Nessah,George Washington,59.5,george washington,A10,mid,-0.4,59.1,0.9,0,90
Noah Bolanga,St. Bonaventure,59.5,st bonaventure,A10,mid,-0.4,59.1,0.9,0,90
Dominic Gooden,Northern Illinois,59.5,northern illinois,MAC,low,-2,57.5,0.7,0,90
Logan McLaughlin,Cal Poly,59.4,cal poly,Big West,low,-2,57.4,0.7,0,90
Connor Linke,Bradley,59.4,bradley,MVC,mid,-0.4,59,0.9,0,90
Bryson Spell,Liberty,59.4,liberty,CUSA,mid,-0.4,59,0.9,0,90
Learic Davis,Milwaukee,59.4,milwaukee,Horizon,low,-2,57.4,0.7,0,90
Kelson Gebbers,Portland,59.4,portland,WCC,mid,-0.4,59,0.9,0,90
Youssouf Singare,Connecticut,59.4,connecticut,Big East,tier1,0.8,60.199999999999996,1,0,90
Egan Shields,Northern Colorado,59.4,northern colorado,Big Sky,low,-2,57.4,0.7,0,90
Javoy Thompson,UNC Asheville,59.4,unc asheville,Big South,low,-2,57.4,0.7,0,90
Churchill Abass,Wake Forest,59.4,wake forest,ACC,tier1,0.8,60.199999999999996,1,0,90
Jakob Gibbs,Marshall,59.4,marshall,Sun Belt,mid,-0.4,59,0.9,0,90
Dylan Williams,Penn,59.4,penn,Ivy League,low,-2,57.4,0.7,0,90
Xavier Foster,Radford,59.3,radford,Big South,low,-2,57.3,0.7,0,90
Daniil Glazkov,Loyola Chicago,59.3,loyola chicago,A10,mid,-0.4,58.9,0.9,0,90
Josiah Cunningham,Columbia,59.3,columbia,Ivy League,low,-2,57.3,0.7,0,90
Ben Defty,Boston University,59.3,boston university,Patriot,low,-2,57.3,0.7,0,90
Jayan Walker,Indiana St.,59.3,indiana st,MVC,mid,-0.4,58.9,0.9,0,90
Birima Seck,Fairfield,59.2,fairfield,MAAC,low,-2,57.2,0.7,0,90
Jack Scott,Princeton,59.2,princeton,Ivy League,low,-2,57.2,0.7,0,90
Jackson Benigni,Binghamton,59.2,binghamton,AEC,low,-2,57.2,0.7,0,90
Noah Best,Fairfield,59.2,fairfield,MAAC,low,-2,57.2,0.7,0,90
Christian Kirkland,Youngstown St.,59.2,youngstown st,Horizon,low,-2,57.2,0.7,0,90
Asa Thomas,Clemson,59.2,clemson,ACC,tier1,0.8,60,1,0,90
James O'Donnell,San Francisco,59.2,san francisco,WCC,mid,-0.4,58.800000000000004,0.9,0,90
Mykolaus Ivanauskas,Mercyhurst,59.2,mercyhurst,NEC,low,-2,57.2,0.7,0,90
Lefteris Liotopoulos,St. John's,59.2,st john s,Big East,tier1,0.8,60,1,0,90
Matteo Picarelli,Temple,59.1,temple,AAC,mid,-0.4,58.7,0.9,0,90
Tay Mosher,Texas A&M Commerce,59.1,texas a m commerce,Southland,low,-2,57.1,0.7,0,90
Julian Lewis,Eastern Michigan,59.1,eastern michigan,MAC,low,-2,57.1,0.7,0,90
Robert Cowherd,Mississippi,59.1,mississippi,SEC,tier1,0.8,59.9,1,0,90
Hunter Harding,Central Michigan,59.1,central michigan,MAC,low,-2,57.1,0.7,0,90
Lucas Scroggins,Valparaiso,59.1,valparaiso,MVC,mid,-0.4,58.7,0.9,0,90
Mambourou Mara,North Dakota,59.1,north dakota,Summit League,low,-2,57.1,0.7,0,90
Julian Scott,Colgate,59.1,colgate,Patriot,low,-2,57.1,0.7,0,90
Scottie Hubbard,Old Dominion,59.1,old dominion,Sun Belt,mid,-0.4,58.7,0.9,0,90
Ben Tweedy,Green Bay,59.1,green bay,Horizon,low,-2,57.1,0.7,0,90
Jaden Martin,Morgan St.,59.1,morgan st,MEAC,low,-2,57.1,0.7,0,90
Austin Maurer,Grand Canyon,59.1,grand canyon,WAC,mid,-0.4,58.7,0.9,0,90
TJ Burch,Ball St.,59.1,ball st,MAC,low,-2,57.1,0.7,0,90
Jason Jackson,Georgia St.,59.1,georgia st,Sun Belt,mid,-0.4,58.7,0.9,0,90
Akili Evans,Austin Peay,59.1,austin peay,ASUN,low,-2,57.1,0.7,0,90
Jordan Meka,Monmouth,59,monmouth,CAA,low,-2,57,0.7,0,90
Chris Morgan,Purdue Fort Wayne,59,purdue fort wayne,Horizon,low,-2,57,0.7,0,90
Corbin Green,Texas Tech,59,texas tech,B12,tier1,0.8,59.8,1,0,90
Marqueas Bell,Southeast Missouri St.,59,southeast missouri st,OVC,low,-2,57,0.7,0,90
Israel Yaw,Campbell,59,campbell,CAA,low,-2,57,0.7,0,90
Camerin James,Texas A&M Commerce,59,texas a m commerce,Southland,low,-2,57,0.7,0,90
Landren Blocker,Louisiana Tech,59,louisiana tech,CUSA,mid,-0.4,58.6,0.9,0,90
Madiba Owona,Utah Tech,59,utah tech,WAC,mid,-0.4,58.6,0.9,0,90
Kevon Vanderhorst,Drexel,59,drexel,CAA,low,-2,57,0.7,0,90
Hassan Perkins,Maryland Eastern Shore,59,maryland eastern shore,MEAC,low,-2,57,0.7,0,90
Josh Farmer,Texas Southern,58.9,texas southern,SWAC,low,-2,56.9,0.7,0,90
Cade Bennett,Saint Mary's,58.9,saint mary s,WCC,mid,-0.4,58.5,0.9,0,90
Cade Hornecker,Abilene Christian,58.9,abilene christian,WAC,mid,-0.4,58.5,0.9,0,90
Tyler Andrews,Eastern Kentucky,58.9,eastern kentucky,ASUN,low,-2,56.9,0.7,0,90
David Idada,Southeast Missouri St.,58.9,southeast missouri st,OVC,low,-2,56.9,0.7,0,90
Brayden Jackson,Buffalo,58.9,buffalo,MAC,low,-2,56.9,0.7,0,90
Caden Diggs,Old Dominion,58.9,old dominion,Sun Belt,mid,-0.4,58.5,0.9,0,90
Finn Lally,William & Mary,58.9,william mary,CAA,low,-2,56.9,0.7,0,90
Chris McDermott,Texas A&M,58.9,texas a m,SEC,tier1,0.8,59.699999999999996,1,0,90
Xander Wedlow,St. Bonaventure,58.9,st bonaventure,A10,mid,-0.4,58.5,0.9,0,90
Joshua DeCady,Hofstra,58.9,hofstra,CAA,low,-2,56.9,0.7,0,90
Berk Can Akin,UC Irvine,58.9,uc irvine,Big West,low,-2,56.9,0.7,0,90
Ponce James,Delaware St.,58.9,delaware st,MEAC,low,-2,56.9,0.7,0,90
Chris Rubayo,Lafayette,58.8,lafayette,Patriot,low,-2,56.8,0.7,0,90
Devin Curtis,California,58.8,california,ACC,tier1,0.8,59.599999999999994,1,0,90
Arden Conyers,South Carolina,58.8,south carolina,SEC,tier1,0.8,59.599999999999994,1,0,90
Eric Parnell,Hofstra,58.8,hofstra,CAA,low,-2,56.8,0.7,0,90
Cade Norris,Illinois St.,58.8,illinois st,MVC,mid,-0.4,58.4,0.9,0,90
Jermaine Ballisager Webb,Portland,58.7,portland,WCC,mid,-0.4,58.300000000000004,0.9,0,90
Tito Deng,Jacksonville,58.7,jacksonville,ASUN,low,-2,56.7,0.7,0,90
Tai Hamilton,Winthrop,58.7,winthrop,Big South,low,-2,56.7,0.7,0,90
Keyon Kensie Jr.,San Diego,58.7,san diego,WCC,mid,-0.4,58.300000000000004,0.9,0,90
Jayden Barrs,Lamar,58.7,lamar,Southland,low,-2,56.7,0.7,0,90
